#Tss of all genes are sorted based on their expression levels (FPKM) from low to high, Every set should have 3185 genes if divided into five sets.
#Chr Position Strand 
6 45250794 1
10 60061887 -1
3 51219351 -1
8 39097939 1
8 1877327 1
2 60725014 -1
7 49132903 -1
1 12832232 1
4 6555872 1
3 64671526 1
1 68836619 1
3 15939318 1
9 8462447 -1
4 4521264 -1
5 737158 -1
3 59736885 1
1 57379843 -1
8 54072253 1
6 50674196 1
1 21879003 1
1 57955653 -1
3 71492194 1
7 9246110 1
8 50600146 1
1 4899107 1
1 47664831 1
5 60654005 -1
3 67533184 1
6 42647562 -1
10 59264915 -1
6 61807433 -1
6 59986467 1
9 7044294 1
1 19886314 1
2 55433014 1
1 73230423 1
1 4057549 -1
3 15238283 1
2 59555601 1
4 52414437 1
1 48233258 1
3 53277425 1
1 21074154 1
9 53217660 -1
6 59084004 1
1 62937548 -1
8 47441121 1
7 59434627 -1
2 70043554 1
1 63423455 -1
6 52907082 -1
1 2821730 -1
1 61431588 -1
1 14197145 -1
3 70563249 1
1 59943356 1
1 64027845 1
1 7371007 -1
1 732969 -1
1 25181743 1
3 55655400 -1
2 60667695 1
4 65891218 -1
9 54667061 1
4 53178378 -1
4 53589193 1
8 948038 1
3 15660783 -1
7 51919352 1
3 67432230 1
1 22327402 -1
1 9422628 -1
2 60441788 -1
10 11271425 1
7 16089380 -1
3 4236769 1
6 48314556 -1
3 51484286 1
9 42887247 -1
8 53741005 -1
1 71876702 -1
9 56388320 1
1 68971423 -1
7 53975849 -1
4 58568303 1
8 55090034 -1
8 41089359 1
2 68929466 -1
3 12722258 1
9 3338905 1
3 5571665 -1
3 68878020 1
7 5443313 1
10 7842536 1
1 3281959 1
4 52215051 -1
2 77298751 -1
9 56097195 1
2 61430350 1
4 3909119 1
1 54923165 1
4 12919410 1
1 7776652 -1
3 25612 1
2 75923060 1
9 5080111 1
1 62656932 1
1 72854198 -1
9 374844 -1
8 47305803 1
9 55147567 1
8 52130465 1
7 60443125 1
1 61747553 1
2 7106826 1
2 74322615 -1
10 51945069 1
1 70240932 -1
3 69433020 -1
8 52298920 1
3 71100996 -1
6 53870068 1
10 15560910 1
1 411383 1
6 50485643 1
3 60968491 1
1 73660759 1
1 19603708 1
10 8330795 1
4 56798159 -1
7 59212762 1
1 22400281 -1
7 61598101 1
2 62314244 -1
3 63655434 1
1 17150586 1
1 72596688 -1
1 24402150 -1
4 54998410 -1
5 366601 -1
6 57584809 1
1 8973847 1
3 53585924 1
7 60836111 -1
3 642956 -1
3 73779915 1
4 63911931 -1
3 61149693 -1
2 62037341 1
4 60731752 -1
3 51938520 1
6 26371178 -1
7 59104357 1
3 72022415 -1
6 46050205 -1
6 60203341 -1
2 13557456 1
7 7596261 1
9 51995785 1
4 52063855 1
2 66089401 -1
10 3499147 1
2 70273792 1
3 58785086 -1
4 4795141 -1
3 61547659 1
10 9936617 1
1 906926 1
6 16707217 -1
1 62094021 -1
1 61033270 -1
2 69978800 -1
8 1520154 1
1 3607475 1
1 72043953 1
4 56508838 1
2 76258969 1
2 58236070 1
1 61673627 1
8 52127618 -1
3 61271522 -1
6 48410537 1
6 59208609 -1
1 44058819 1
4 60007044 -1
1 63447664 -1
6 56265507 1
3 63191830 -1
2 71941269 1
9 49217817 -1
1 61756600 1
2 56589150 1
3 64522695 -1
2 9386703 1
9 5768272 1
9 53880282 1
5 2986093 1
1 71723413 1
2 66400560 -1
4 63056401 -1
1 9661813 -1
9 47374554 -1
5 11526432 -1
8 45309249 -1
4 205771 -1
3 11041228 -1
1 55312872 1
4 48801639 -1
3 57324572 1
9 55299992 -1
1 55896614 -1
8 38562238 -1
6 47974468 1
1 7789286 1
1 73002692 -1
6 42531015 1
2 2808461 1
6 58799035 -1
10 58173584 1
3 70424766 -1
2 58410576 -1
8 37311986 1
3 59251490 1
3 66572172 -1
1 50176986 -1
8 39595819 1
7 62225164 -1
2 77074079 1
1 1324941 1
1 12657837 -1
1 46743022 1
8 48996324 1
2 7165709 -1
9 936638 -1
1 62410399 -1
3 73741588 1
5 48513743 1
4 797151 1
6 50070874 1
9 3203617 1
4 2163280 -1
8 52674096 -1
1 18508658 1
4 58867165 -1
10 4038783 -1
2 14848667 -1
9 53912712 -1
9 47933337 -1
10 14531624 -1
5 2035257 -1
6 54369236 -1
10 3189527 1
1 71291840 1
5 323848 -1
1 4516563 -1
9 57841932 -1
3 72323055 -1
8 3214039 1
3 66739234 -1
6 58407923 -1
1 68206618 1
2 71629710 -1
8 55296262 1
10 59506358 -1
9 1622919 -1
1 65911402 -1
7 58174510 1
6 526777 1
5 3778569 1
9 57203493 -1
10 2566231 1
4 54886812 -1
2 62953148 -1
9 49737805 1
3 60215158 -1
3 2001762 -1
2 22761691 1
6 60988568 -1
4 6102466 -1
10 8883831 -1
6 49671689 -1
10 3539553 1
1 66401038 -1
1 72319362 -1
7 42415212 1
4 6657337 -1
2 70345031 -1
9 2919497 -1
10 59988024 1
4 67805275 1
9 9700714 1
2 71805395 1
5 2551588 1
4 64289283 1
9 58622835 -1
4 52991923 -1
2 64307455 -1
10 16509981 -1
1 71810921 -1
3 61329343 1
2 75865301 -1
7 58471240 1
9 52982815 1
3 73104652 -1
2 5246881 -1
3 11251915 1
3 3580200 -1
1 72711626 1
8 45765652 1
1 61189418 1
7 61971961 -1
6 50050850 -1
2 66077825 1
1 17236581 1
6 45734677 -1
2 73637512 1
1 7548376 1
4 57206268 1
1 70524438 -1
8 476246 -1
3 58059967 1
2 72894067 1
6 57132643 -1
8 3878523 -1
4 10901423 1
4 62327935 1
7 3337292 -1
4 205997 1
3 11769785 1
3 60253301 -1
3 55804756 -1
1 69669813 1
2 63488269 -1
7 9933651 -1
2 55735182 -1
4 64117107 -1
2 74463433 -1
4 2676723 1
1 63894735 -1
1 51113755 1
6 53115463 1
4 52794943 1
4 6871937 1
10 60066406 1
1 7717778 1
6 55716772 1
10 51867046 1
1 4904088 -1
9 6828623 -1
4 5773786 1
9 54324319 -1
10 2563684 -1
6 32500939 1
1 3013787 -1
10 15209764 1
1 55744946 -1
3 59447846 -1
8 1722476 1
3 6158095 -1
3 62774180 1
1 68230816 1
1 62522875 -1
7 64227533 -1
1 19200294 1
2 9668422 -1
3 64404246 1
3 1452384 -1
9 54133329 -1
1 67779783 1
4 59821967 -1
3 10267943 1
4 5708731 1
5 61815331 -1
6 1805064 1
4 61588348 1
1 4934348 -1
2 66122241 1
7 59917002 -1
2 22464806 1
1 56118012 -1
1 63715041 1
4 54372965 -1
4 5009214 1
1 5533448 -1
4 67900197 1
10 769048 1
4 56867099 -1
6 52302443 1
2 57889034 1
6 39962396 1
1 72413547 -1
2 69629707 -1
1 3563544 1
9 4430383 1
3 65201276 -1
1 27518714 -1
1 67961943 -1
2 76895027 1
1 66585695 1
2 74954409 1
2 61843990 1
4 60905419 -1
10 8438481 1
2 68051110 1
10 46553984 -1
5 2782683 -1
3 11674928 -1
4 53188668 -1
10 59272638 1
10 52132209 1
6 52394326 1
9 53285168 -1
10 12957640 -1
1 50669806 1
1 9188845 -1
3 73223128 1
3 69445651 -1
1 6584679 1
4 8079900 1
1 63255420 -1
2 27590534 -1
6 32735919 -1
6 46853929 1
9 11657369 -1
4 67255351 1
4 55157415 -1
10 40087709 1
6 52536678 1
3 57773370 1
10 1578520 1
3 53772961 1
5 57133645 -1
2 9044677 -1
1 7576741 1
1 55241992 1
9 14441555 -1
8 4613003 1
1 69965203 1
2 56301699 -1
3 4589514 1
9 535737 1
3 57258238 1
9 46258092 1
1 61116617 -1
6 50132829 1
2 76702586 1
7 36602908 -1
2 22970363 -1
3 62442423 -1
7 46190396 1
3 71233079 1
3 73236359 1
4 64479250 -1
10 60582391 1
1 7677119 1
2 64374389 -1
3 63689446 1
4 2611586 1
1 72873805 1
3 52688884 1
1 65169623 1
1 18351370 1
2 6715272 -1
3 66958899 -1
7 4487128 1
10 52222915 -1
3 51660681 1
1 6013637 -1
2 74112101 1
4 42959812 1
4 107905 -1
10 55480047 -1
1 1052435 1
2 15162852 -1
3 66744339 1
8 536381 1
7 60542806 -1
1 11976420 1
1 60476459 -1
5 1686333 1
3 10087484 -1
2 8875274 -1
5 2708591 -1
9 58366568 -1
1 4545843 -1
2 69714094 -1
3 543112 -1
1 17948054 1
6 5776404 1
8 6062693 1
9 5372826 1
3 59257197 -1
2 74231374 -1
9 46300579 1
7 7667216 1
4 7458877 1
2 67898592 -1
10 2925226 -1
2 19823160 1
6 52766008 1
1 8377040 -1
2 77572671 1
6 38176570 -1
1 70449092 -1
4 372053 1
1 965271 -1
10 6821181 1
4 13746330 -1
6 60615409 -1
6 498638 1
4 58443386 -1
9 3260240 -1
7 2791919 1
4 66976823 1
3 59186674 -1
5 45734986 1
6 54096985 1
3 4542159 1
4 53435694 -1
4 64089023 -1
4 11238371 -1
9 5054318 1
10 48098018 1
9 52590913 -1
3 61890257 -1
6 47193657 1
8 3228263 1
1 62539682 -1
2 73158303 1
6 61248535 -1
7 3916403 -1
3 71001522 -1
8 52569661 -1
1 6889558 1
9 51982364 1
3 12675352 1
8 54308111 1
9 2342848 1
3 6458416 1
3 13493108 -1
2 57560722 1
10 59944456 -1
6 55471923 -1
1 9837435 -1
6 32340786 -1
2 18587787 -1
10 51410749 1
10 3577792 -1
2 73619098 -1
9 59400151 1
10 3937767 -1
2 73798020 -1
3 65057047 1
3 65401947 -1
6 57545776 1
1 12793536 1
2 67320803 1
3 58657250 -1
1 17682543 1
9 51025027 -1
4 55164947 1
2 66555546 -1
1 26648878 -1
4 62470043 -1
10 56269334 -1
3 71837933 -1
6 57687700 -1
4 65241450 -1
7 61317244 1
5 48184591 1
8 1084887 -1
3 5830473 -1
2 6694564 -1
7 6685543 1
5 55225628 -1
2 14426491 1
10 2599505 1
9 6387176 -1
3 74207284 -1
6 59263355 -1
6 1841376 -1
2 31167777 1
4 66595783 1
1 55674210 1
2 63355711 1
10 58226983 -1
4 4764136 -1
1 1897252 1
8 3250965 -1
4 48494864 -1
8 28291575 -1
9 2732057 -1
6 39621460 1
3 70816549 -1
4 73024 -1
4 2687945 -1
1 60723257 1
4 53858246 -1
9 55142390 -1
5 11834217 -1
6 58504666 -1
4 73305 1
9 5532925 -1
9 50983337 1
2 1970504 -1
2 74254800 1
1 14814 -1
4 4843340 1
2 67481737 -1
9 4469589 1
1 66144945 1
3 1572090 -1
4 53849348 1
3 52215592 1
1 68765200 -1
3 2938320 1
10 675093 1
10 51349733 -1
1 368612 -1
1 17242458 -1
1 15371235 1
1 48164938 -1
1 9262972 1
3 69542071 -1
1 1854959 -1
1 67568809 1
7 64041566 -1
4 1658588 1
2 65720371 1
5 53888305 -1
9 49276998 -1
10 19948426 -1
1 2845404 1
4 63754789 1
7 52819468 1
1 62137329 -1
3 9400393 1
7 10170353 1
1 31745869 1
2 77188574 1
8 10965422 -1
1 51282760 -1
6 57195469 1
3 14087529 1
7 2212826 -1
2 73497255 1
1 6305964 1
9 48202888 1
2 63138512 1
1 70663849 1
3 18495114 1
3 4656358 1
2 57419063 -1
1 72170465 1
1 769913 -1
6 49205735 -1
6 49954638 1
1 71707248 1
2 6463619 1
4 55514906 1
7 57077426 1
2 45946729 1
3 13639224 -1
9 52459610 -1
3 802509 -1
8 1978272 -1
1 8310402 -1
9 56162012 1
7 2312277 -1
6 54214341 1
1 18885204 -1
8 38065608 1
1 62839341 1
1 66624646 -1
1 65012828 -1
2 1132783 1
4 61832603 -1
4 16849290 -1
3 73688611 -1
1 22408923 -1
7 55892391 1
1 10025534 -1
10 56167235 1
6 57217368 1
10 55762782 1
1 71452295 -1
6 57362310 -1
8 40185118 1
1 60485765 -1
7 283006 -1
10 10040038 1
6 38685687 1
1 25938776 1
1 9036469 1
7 56963810 1
3 71864149 -1
4 6890595 1
1 57053241 -1
3 72506774 -1
9 48542635 -1
6 60773405 -1
4 49134321 1
6 58131432 -1
2 49273445 1
2 75498089 -1
1 17548365 1
1 10190138 1
1 9822384 1
2 64023850 -1
5 2691773 1
10 59375579 1
4 1019794 -1
2 18045982 1
10 53217671 1
3 69450244 -1
1 68442308 1
9 56528305 1
3 6452865 1
9 55140616 -1
8 49947395 -1
6 56163271 -1
4 67062327 -1
1 57887947 -1
4 2440377 1
10 58640401 -1
4 698389 1
1 67404596 -1
9 53959822 -1
1 19780767 -1
1 11577713 -1
3 71502068 1
1 1539915 1
3 66963555 -1
4 57595719 1
2 77779967 -1
9 56950909 1
3 70518657 1
2 71500926 1
10 3086229 -1
1 14496936 1
1 66618832 1
1 67318855 -1
4 7958776 1
1 58958600 1
9 51885698 -1
6 56041301 -1
9 57747092 1
3 53353261 1
7 54703627 -1
1 11532855 1
10 7060540 -1
7 4871533 1
1 14045820 -1
6 58826112 -1
10 2041625 -1
1 57019408 -1
3 65270348 -1
1 67096808 1
3 4377985 1
7 10170330 1
4 1945992 -1
2 64979550 -1
6 59404232 -1
7 60363121 -1
1 60584641 -1
1 62672978 -1
1 49777753 1
3 15604620 1
2 67747082 -1
1 72445919 -1
8 35630776 -1
2 58910604 -1
5 232427 -1
3 56552233 -1
1 4444286 1
6 60131461 1
10 50658177 1
10 4066581 1
3 4669932 1
1 1894559 -1
5 43398716 1
1 5091093 1
5 50183326 1
3 6447734 1
5 45523271 -1
2 60787154 -1
3 59928318 -1
1 65054867 1
2 5275678 1
2 54616621 -1
9 55020383 -1
1 825951 1
2 47269472 -1
2 64353662 -1
3 7436011 -1
6 35657880 -1
3 5471002 -1
9 45692454 -1
2 66221961 -1
2 71060589 -1
2 22479711 1
6 54653203 1
3 15869642 1
3 61349671 -1
6 36610666 -1
10 46619396 -1
4 66160765 1
9 51423773 1
2 75466964 -1
3 53304479 1
1 56762518 -1
6 50955559 1
2 2736138 1
1 5064588 1
6 61530191 -1
4 8977776 1
9 9656919 -1
8 5045507 -1
3 9945681 1
3 10709394 -1
6 60539762 1
2 59660631 -1
7 1338712 1
4 64526866 -1
1 6489392 1
9 48596954 -1
5 10635938 -1
9 57470691 1
10 9972667 -1
10 7261193 1
10 3493393 1
4 50361528 -1
1 57440003 -1
1 16996154 1
3 17618150 1
2 76590816 1
4 16570294 1
3 70558807 1
6 10113522 -1
10 6966895 -1
3 63595077 -1
1 49985235 -1
5 27791293 1
9 9935768 1
1 32001802 -1
1 72293239 1
1 66453951 -1
1 14173387 -1
3 11657531 1
9 13356043 -1
2 77739594 1
1 71199496 -1
4 60672398 1
8 45742377 1
1 48539226 -1
1 4413666 1
7 11673850 -1
10 51736191 1
2 68722371 -1
1 55591199 -1
6 54815205 1
10 5221214 -1
2 71521474 1
4 55937509 1
2 67767302 1
2 8942268 -1
1 53881004 1
1 56062629 1
1 7147352 1
3 6758774 -1
3 70988575 -1
8 1500112 -1
4 863819 -1
3 53391191 1
7 6442060 1
7 62534005 1
3 430277 -1
2 77282736 1
3 69185399 1
10 53206931 1
1 71065168 1
6 60725627 1
1 1845098 1
9 7546652 1
10 60812542 1
1 10391855 -1
9 59368165 1
3 59348616 1
1 7107566 -1
9 56423804 -1
7 60886916 -1
10 47958330 -1
8 1887307 1
1 3541785 -1
6 52932899 1
9 57287057 -1
9 52850201 -1
1 22306198 -1
8 1439461 1
4 66522600 1
2 70698791 1
1 60518728 1
10 55859894 -1
1 6056711 -1
3 10017238 -1
1 5944772 -1
10 53993932 -1
4 58521884 1
4 42355238 -1
8 51673425 -1
8 4608997 -1
3 68148679 1
3 64843675 -1
10 222235 -1
1 67935382 1
6 58401208 -1
4 9020789 1
6 55600523 1
7 56747991 1
10 6364462 1
1 48992053 1
5 9156213 1
1 3473783 1
1 69983191 1
2 72212073 -1
8 6417170 -1
1 27319824 -1
2 67430613 1
6 58445144 -1
7 126429 1
3 512565 1
1 64050076 1
5 58829517 1
10 55654285 1
4 55958216 1
4 66748199 1
8 43243578 1
1 2383287 -1
3 58411751 -1
10 2254951 1
9 48374127 1
3 1374982 1
7 59442401 1
10 58022497 1
4 53331790 -1
4 20204582 1
7 992197 -1
1 60565017 -1
10 49475017 -1
2 67711627 -1
3 74311611 1
6 49966007 -1
10 55137366 -1
1 64173651 1
3 6535011 -1
1 42007345 1
4 4707831 1
2 67382393 1
10 2099979 -1
1 68558442 1
2 73756186 -1
1 51375077 -1
9 52516438 -1
1 9091468 -1
4 53503290 -1
1 71144532 -1
6 50174093 1
10 49996564 1
3 63120871 1
10 17424891 -1
3 55631015 1
9 1968915 -1
1 17260447 1
7 915600 -1
9 3341746 -1
9 3165664 1
2 66586717 -1
8 50752810 1
10 3970356 -1
6 61430340 1
3 68718939 1
1 52955020 -1
9 50733409 -1
10 2453183 -1
1 69810371 -1
2 70350959 -1
1 52349838 1
1 1488230 1
1 66843343 1
2 71665453 -1
2 572012 1
10 42919820 -1
2 47739703 1
7 64104962 -1
1 8602772 1
4 56034776 1
10 3099415 -1
2 77088156 1
2 45447434 1
5 15321889 -1
9 51191925 -1
2 57732824 -1
4 67038996 1
1 8713379 1
10 16768459 1
4 4826610 1
7 4543071 -1
9 51763404 -1
2 3165116 -1
2 5582201 1
1 2282517 -1
1 2489119 1
6 55985616 -1
10 2406969 1
1 60350979 -1
2 75420082 1
1 3795389 1
3 72687688 -1
1 62230276 -1
1 55905396 -1
9 7351775 -1
1 73066544 1
10 3276567 1
1 17868710 1
10 51699034 1
2 49999856 1
2 69888244 1
2 64454524 1
4 61532455 -1
6 59857280 -1
9 813036 1
5 13710573 1
1 20143097 1
9 7076780 -1
2 64203183 1
3 1708741 -1
10 51137488 1
4 66068087 -1
2 74582283 -1
5 53152495 -1
2 3935949 -1
3 70960283 -1
6 60271362 1
3 68207766 1
7 4617912 1
2 76221832 1
7 61595326 1
1 61353843 -1
10 6412900 1
8 53641639 -1
4 59685454 1
1 27497109 1
2 66139518 1
4 50695943 1
6 58405486 -1
7 60666135 -1
2 7384610 -1
6 45243008 -1
3 51072515 1
9 917204 -1
9 49327646 1
6 58409578 -1
9 53903670 -1
3 57717267 1
4 55638397 -1
2 13890596 1
10 6375077 1
9 10908129 1
5 58333457 -1
2 6812784 -1
4 64108374 -1
1 9953470 1
2 62915586 1
4 408967 1
1 10231468 1
2 6666220 1
5 17043517 1
1 51552737 1
1 64304734 1
10 50413675 -1
9 978258 1
1 2338249 -1
4 10436955 1
4 66262548 1
7 11497945 -1
1 73563605 -1
5 52380790 -1
10 59855872 -1
8 5076990 1
3 9237778 1
4 67837635 -1
4 66503387 -1
9 59158857 -1
1 62496325 -1
6 50056104 -1
1 63095593 1
1 3623287 -1
9 40544602 1
2 52003704 1
1 13259929 1
3 8466486 1
2 75545304 -1
1 7781556 -1
10 10898946 -1
1 70945043 -1
8 40341318 -1
9 47821533 1
7 2166990 1
4 938575 -1
4 2089335 1
2 4860489 -1
9 52041313 1
8 53699695 1
1 59387766 -1
6 55911389 -1
3 6247266 1
6 61998443 -1
3 63662003 -1
4 58862616 -1
8 49165324 -1
3 66653173 -1
1 62680718 1
6 61788927 -1
10 45820048 -1
1 57837304 1
8 51209751 1
1 20321128 -1
1 4030964 -1
1 6296668 1
1 59509352 -1
2 66035560 1
5 62319185 1
10 47981196 -1
3 73594255 1
7 4397603 1
6 56336269 -1
6 53695194 -1
10 57818119 1
3 10792863 1
2 73413104 1
1 59682604 -1
10 3151244 -1
2 74773966 -1
2 21624073 -1
3 72127913 1
3 47226028 1
1 5294479 -1
1 62205541 -1
1 3507111 -1
3 446415 -1
1 26389273 1
9 6771485 1
3 70924794 -1
10 47763725 -1
8 3207826 1
1 66560139 1
5 61418887 -1
4 49382776 -1
4 47351541 1
9 55652178 -1
3 74161268 1
1 49682964 -1
1 58254139 1
8 9218289 -1
3 12456968 -1
1 14571649 1
9 56662520 1
2 66058413 1
1 57413262 -1
3 4550030 -1
2 61390080 -1
2 65694915 -1
3 68473616 1
3 60442944 -1
1 65661898 -1
4 58944323 1
2 71475632 1
7 2235515 -1
7 61088100 1
9 4043791 -1
4 60091115 -1
2 69193951 -1
4 51047992 1
6 59847339 1
6 55650733 -1
1 6687919 -1
2 63708538 -1
1 8114751 -1
9 925782 -1
3 9975382 -1
4 48219457 1
5 2064607 1
3 54723582 1
9 56316042 1
6 50364655 -1
2 59610320 1
9 50518937 -1
9 53122201 1
8 48777017 1
9 50940465 1
2 37820526 1
10 55330787 -1
2 1595168 1
3 59544671 1
4 2269175 -1
9 3346658 -1
1 3051791 1
3 15060314 -1
8 45372560 -1
8 38675214 -1
2 554567 -1
1 9471685 1
9 52108911 1
1 62157304 -1
1 24055948 -1
4 51207256 1
9 726038 -1
3 60902628 1
2 68788763 1
2 61139981 1
1 62944925 -1
5 49922575 1
9 58423014 1
5 57731593 -1
1 47884097 1
1 60795800 -1
1 21306255 -1
7 1220324 1
9 48416234 -1
9 15308877 1
3 74083019 1
3 8099378 1
4 62743697 1
7 9153708 -1
7 52865961 -1
9 56185840 -1
4 55429161 -1
9 50286546 1
1 695565 1
1 71075448 1
4 61476128 1
2 2175436 1
9 58522075 -1
9 49682570 -1
10 278793 -1
6 53237614 1
10 50733970 1
9 54328761 1
7 8400272 -1
3 15982223 1
2 74248971 1
5 27382604 -1
3 61310537 -1
3 66458061 -1
4 7154974 -1
2 5677058 1
3 9685599 -1
9 5524416 1
10 56178274 -1
1 3725881 1
10 59319802 1
1 71252840 -1
1 67342252 -1
8 3064263 -1
7 2659416 1
10 56264698 -1
3 73618229 1
3 66151843 -1
4 67234037 1
8 5096854 -1
6 60172881 -1
8 440711 -1
7 62017059 -1
6 59340272 1
10 38776140 1
3 9724302 -1
4 62580215 -1
5 27982966 1
2 22663848 -1
4 5762637 -1
2 74638262 1
7 9644200 -1
4 52201486 -1
9 1317864 1
1 61593167 -1
2 73792844 -1
8 463309 -1
9 57661148 -1
1 1804453 -1
1 65088347 1
9 44289038 -1
6 56653407 -1
3 49923329 1
1 60381093 -1
2 72695412 1
4 55321765 1
6 38496595 1
3 10027259 1
4 1652207 1
2 1991313 -1
6 6273355 1
9 52230910 1
10 57479259 -1
10 57499661 -1
1 6073681 -1
7 60553952 -1
4 61057415 1
2 77046191 -1
1 53541905 -1
5 12067803 1
1 10263469 1
2 72436260 -1
2 70811988 1
3 68956074 -1
2 73113635 1
4 60227032 -1
2 17743296 -1
1 9751370 -1
1 72459797 1
2 13959849 1
1 6098841 1
1 53258199 -1
4 6586190 1
2 75200864 1
4 54746766 -1
3 73025901 1
7 55836005 1
1 60459497 1
2 8046331 -1
8 53889033 -1
3 6394782 -1
6 47971687 -1
4 5064702 1
2 65321185 1
10 2587398 -1
1 5248603 1
4 67477435 1
1 7051056 -1
4 57683617 1
1 8816934 1
3 271799 -1
4 52956097 1
3 63768825 1
8 94559 1
1 9085255 -1
9 57554265 -1
7 2523007 1
3 1595105 1
10 420110 -1
4 4056357 -1
1 65446425 -1
4 5320908 -1
1 871186 1
1 70927400 -1
5 6834973 -1
10 52270392 1
10 7494163 1
3 60500785 -1
1 63602327 -1
4 59115974 -1
8 47795068 1
2 65478500 -1
2 14526259 -1
2 59553779 -1
2 19108610 1
1 68685527 1
3 73319405 1
1 16689289 1
3 68190623 1
7 60691870 -1
2 72776633 1
6 56691328 1
10 42173726 -1
1 8574623 -1
2 13597653 -1
7 61548446 -1
6 55544372 1
8 5291668 -1
1 58958580 1
4 19243900 1
9 45627838 -1
5 3112071 1
3 14227084 1
1 49587484 1
2 71492961 1
1 20110162 -1
3 4464100 1
3 1954980 1
1 12038067 1
1 48618407 1
2 9300373 1
6 58742749 1
6 50303320 1
4 64523377 1
6 40761789 1
7 62553135 1
3 2261432 1
9 48097461 -1
9 57122672 1
9 3035374 -1
4 64101268 1
7 5062007 1
10 8965920 -1
9 55764650 1
8 696188 1
1 14921035 1
2 67888815 -1
10 54525049 1
2 71119856 -1
10 3056360 1
2 67065581 1
4 2081366 1
10 58357208 1
9 46468351 1
3 67418538 1
10 3524224 1
4 60964464 1
9 56446163 -1
4 50477358 -1
3 66661067 1
5 56873541 -1
10 15201090 -1
10 2266012 -1
4 6131859 -1
4 66633808 1
7 55319787 1
8 51116843 1
3 4579760 1
10 59600761 -1
10 17444924 1
7 60137497 -1
1 15894825 1
8 2727052 1
3 62043356 1
1 40144413 1
4 64860293 -1
6 57773622 -1
3 47922436 -1
7 60954933 -1
2 60857879 -1
3 16651646 1
3 11224857 -1
3 7155157 1
2 71764246 1
3 8742548 -1
1 1242829 -1
6 57082112 1
4 67752489 -1
4 60994175 -1
7 39670195 1
2 56066749 1
1 68807992 1
4 5687084 -1
7 4815179 -1
1 67413728 -1
6 57720167 1
8 52059284 -1
3 7446758 -1
8 1425148 1
8 437421 -1
2 56655081 -1
2 65356515 -1
2 1148175 -1
8 41381293 1
5 55294132 1
10 27812740 -1
5 62120211 -1
1 17817010 -1
1 9207356 -1
9 53603859 -1
5 11670195 1
3 58046499 1
3 66605898 1
6 56399078 1
3 71670815 1
10 8803546 -1
8 4758186 -1
4 3329588 -1
10 51945069 1
2 65000762 -1
10 51867060 1
3 5559066 -1
2 4396800 -1
9 4300943 1
9 14180998 1
7 59705348 1
4 58350439 1
2 5165892 1
2 72889972 1
9 825215 1
1 60536267 1
2 76598474 1
3 9926820 -1
4 6899813 -1
10 3356809 1
3 5233788 -1
3 11819572 -1
10 6564011 1
10 1280253 1
4 465415 1
1 53518685 -1
10 293990 -1
4 59856928 -1
2 2621442 1
1 9721346 1
1 47110390 1
10 49704609 1
5 15204212 -1
1 65751685 -1
3 64002937 1
3 3389050 1
1 52339633 -1
9 51683766 1
1 8390882 -1
2 69923367 -1
3 62810877 -1
1 58566712 1
2 29922054 -1
2 67736351 -1
4 55405494 1
10 956510 -1
9 5350167 -1
8 55243128 1
7 59455439 -1
4 11354273 1
8 41360937 -1
7 60657186 -1
4 7177186 -1
6 50731066 -1
4 59644920 -1
3 66195418 -1
2 66388419 -1
3 53605935 1
1 6330067 1
4 67502723 -1
4 59194699 -1
9 59339913 -1
1 69747466 -1
7 50479369 -1
1 2011643 1
1 59893939 -1
4 2664552 1
1 68190730 -1
2 66528313 1
5 1021401 -1
9 54858678 1
1 72221059 1
7 57218190 -1
1 67883943 -1
1 64745389 -1
1 7709957 -1
9 2327797 1
7 60473167 -1
1 58906158 -1
6 50843179 1
4 8241557 1
6 7337696 1
6 62071806 1
2 9626519 -1
5 56857965 1
7 40380455 -1
3 59582761 1
1 60629098 -1
3 70645196 -1
3 69581190 -1
2 64364773 -1
10 50913748 1
4 65989342 1
2 68228583 -1
1 9377448 1
2 71730791 -1
1 8094448 -1
1 62794473 1
7 75274 -1
4 51249647 -1
4 63833495 1
2 69967662 -1
3 64239032 -1
2 56792242 1
6 50694598 -1
2 62164417 -1
2 75283120 -1
10 4578172 -1
2 61488167 -1
6 58053561 1
1 53534470 1
10 60945342 -1
3 67621103 1
2 74274467 1
9 55119857 -1
4 8613623 1
2 74106133 1
3 8811188 -1
2 6747280 1
10 5987140 -1
6 54776960 -1
5 21203041 -1
6 59419443 -1
4 60961793 -1
5 58704995 -1
3 6134532 -1
3 4073655 -1
4 58457862 1
3 67059833 -1
3 73089502 -1
6 61514810 -1
1 55106776 -1
2 63179489 -1
10 9669153 -1
10 661439 -1
2 63650559 -1
1 1770436 -1
10 5941071 1
10 4220506 1
2 465786 1
9 3086691 1
3 56782423 -1
9 52939819 -1
6 58783893 -1
2 65465388 -1
2 65966100 -1
3 64673907 -1
9 52247398 1
1 3348438 -1
1 3143996 1
1 72333657 -1
9 53771868 -1
3 26985546 1
10 57268980 1
6 49700211 1
3 55314917 1
4 59170253 -1
8 3064263 -1
3 9290599 -1
1 66064192 1
10 4217908 -1
7 57772162 1
9 55095398 1
10 731642 1
3 6605263 1
10 52527994 1
4 60993956 -1
9 8733975 -1
3 65334279 1
8 10727658 1
9 57645185 1
8 4641574 1
3 65355651 -1
