Chromosome/scaffold name	Transcript end (bp)	Strand
9	55032647	-1
9	55037973	1
9	55039737	-1
9	55054669	1
9	55060711	1
9	55064698	-1
9	55073902	1
9	55079389	1
9	55082190	1
9	55085116	-1
9	55089384	-1
9	55098678	1
9	55103853	-1
9	55111984	-1
9	55119857	-1
9	55126715	-1
9	55134038	-1
9	55140616	-1
9	55143647	-1
9	55142390	-1
9	55146123	1
9	55148912	1
9	55150558	-1
9	55160089	1
9	55162257	-1
9	55178141	-1
9	55190415	1
9	55199672	1
9	55206427	1
9	55214997	-1
9	55224711	1
9	55242542	1
9	55252367	1
9	55254809	-1
9	55263549	1
9	55265131	-1
9	55268093	1
9	55274322	-1
9	55282030	-1
9	55288057	-1
9	55293348	1
9	55299992	-1
9	55306321	-1
9	55310054	-1
9	55321264	1
9	55329777	1
9	55331439	1
9	55337741	-1
9	55342542	1
9	55352779	1
9	55358055	1
9	55362547	-1
9	55374036	-1
9	55382744	1
9	55390250	1
9	55394804	1
9	55396590	1
9	55404193	-1
9	55416466	1
9	55419788	-1
9	55432543	-1
9	55441316	1
9	55445183	-1
9	55455037	1
9	55459610	-1
9	55474425	1
9	55481927	1
9	55483301	1
9	55486071	1
9	55494118	1
9	55498476	-1
9	55516653	1
9	55522271	1
9	55528255	1
9	55541899	1
9	55545220	-1
9	55551146	1
9	55555549	-1
9	55560617	1
9	55563471	-1
9	55570418	-1
9	55578200	-1
9	55585270	-1
9	55595081	1
9	55605146	-1
9	55607987	-1
9	55613245	-1
9	55623949	-1
9	55634352	-1
9	55638527	-1
9	55640932	-1
9	55652178	-1
9	55656492	-1
9	55661511	-1
9	55664210	1
9	55675510	1
9	55691363	-1
9	55699459	-1
9	55704152	1
9	55709704	-1
9	55709590	-1
9	55718552	1
9	55723125	-1
9	55733616	-1
9	55740244	-1
9	55750555	1
9	55751722	1
9	55756687	1
9	55761365	1
9	55768984	1
9	55774697	-1
9	55776648	-1
9	55781548	1
9	55786576	-1
9	55797970	1
9	55800538	1
9	55804847	1
9	55816409	1
9	55822687	1
9	55827018	1
9	55829534	-1
9	55832313	1
9	55840966	1
9	55848995	-1
9	55859830	-1
9	55866621	1
9	55884600	1
9	55888978	1
9	55901438	1
9	55906134	-1
9	55911216	1
9	55918253	1
9	55924923	-1
9	55932492	-1
9	55948173	-1
9	55950070	-1
9	55953465	-1
9	55959213	1
9	55973103	1
9	55973103	1
9	55979514	1
9	55986875	1
9	55990976	-1
9	55999636	-1
9	56003082	1
9	56005743	1
9	56014828	1
9	56023175	1
9	56037464	1
9	56039700	-1
9	56040206	-1
9	56055225	-1
9	56065869	-1
9	56070200	1
9	56073522	1
9	56079724	-1
9	56090638	-1
9	56096294	1
9	56101388	1
9	56105730	-1
9	56106700	1
9	56112758	-1
9	56120221	1
9	56125956	-1
9	56130847	1
9	56135261	1
9	56139288	1
9	56147743	1
9	56154496	1
9	56155224	1
9	56167725	1
9	56169446	-1
9	56172627	1
9	56175309	-1
9	56175309	-1
9	56179132	-1
9	56186055	-1
9	56185840	-1
9	56205592	1
9	56208365	-1
9	56215358	1
9	56233839	-1
9	56241945	1
9	56244310	1
9	56252049	1
9	56259105	1
9	56260709	1
9	56269248	-1
9	56273679	1
9	56281815	1
9	56286138	-1
9	56305304	1
9	56310855	-1
9	56321235	1
9	56321546	1
9	56335625	1
9	56335898	1
9	56342846	1
9	56346706	-1
9	56353859	-1
9	56359938	-1
9	56370424	-1
9	56387970	-1
9	56389469	1
9	56394064	-1
9	56399250	1
9	56410819	1
9	56418253	1
9	56420678	1
9	56423804	-1
9	56431434	-1
9	56434106	-1
9	56438003	-1
9	56446163	-1
9	56457574	-1
9	56476847	-1
9	56482597	-1
9	56522625	1
9	56526803	1
9	56530273	1
9	56536870	1
9	56542384	1
9	56548985	1
9	56559770	-1
9	56563200	1
9	56567749	1
9	56576141	-1
9	56583954	1
9	56589522	1
9	56611725	1
9	56615500	1
9	56631172	1
9	56642902	-1
9	56648853	1
9	56651080	-1
9	56654373	-1
9	56660959	-1
9	56663221	1
9	56666079	1
9	56675110	1
9	56690207	1
9	56695716	-1
9	56703251	1
9	56708015	-1
9	56713377	-1
9	56717127	1
9	56720567	-1
9	56742256	1
9	56752212	-1
9	56768070	1
9	56770185	1
9	56777698	1
9	56782217	1
9	56787284	-1
9	56794954	1
9	56800760	-1
9	56803617	-1
9	56810887	-1
9	56818948	-1
9	56827532	-1
9	56830227	1
9	56845293	1
9	56848618	1
9	56863275	1
9	56868387	-1
9	56882881	1
9	56885800	1
9	56908014	1
9	56914440	-1
9	56918708	-1
9	56924007	-1
9	56941114	1
9	56947865	1
9	56954015	1
9	56955911	1
9	56958352	1
9	56961716	1
9	56967596	1
9	56974841	-1
9	56988430	1
9	56990927	-1
9	56993444	1
9	56994978	1
9	56999075	1
9	57012332	1
9	57016306	1
9	57024133	-1
9	57031314	-1
9	57046841	1
9	57049217	1
9	57051353	-1
9	57057968	-1
9	57070295	1
9	57072995	-1
9	57079177	-1
9	57085721	-1
9	57092434	-1
9	57108715	-1
9	57117903	-1
9	57120837	1
9	57125951	1
9	57128678	1
9	57133619	-1
9	57144361	-1
9	57147869	1
9	57157911	-1
9	57167527	-1
9	57188397	1
9	57193535	1
9	57194836	1
9	57203493	-1
9	57205436	1
9	57211518	1
9	57212920	1
9	57216708	-1
9	57218702	-1
9	57222245	-1
9	57222140	-1
9	57222155	-1
9	57227469	1
9	57231949	-1
9	57231973	-1
9	57236234	1
9	57237123	-1
9	57245681	1
9	57266870	-1
9	57276659	1
9	57287057	-1
9	57294086	1
9	57298316	-1
9	57302612	-1
9	57305101	-1
9	57311039	-1
9	57324868	1
9	57332722	-1
9	57365448	1
9	57369272	-1
9	57378686	-1
9	57384959	1
9	57389079	1
9	57397942	1
9	57410702	-1
9	57411914	1
9	57417199	1
9	57425007	1
9	57427542	1
9	57430032	-1
9	57437982	1
9	57440179	1
9	57444907	-1
9	57463622	-1
9	57473034	1
9	57475646	1
9	57480507	1
9	57485453	-1
9	57488556	1
9	57493149	-1
9	57494737	-1
9	57495243	-1
9	57507471	-1
9	57517030	1
9	57523597	-1
9	57528908	1
9	57531802	1
9	57539411	-1
9	57554265	-1
9	57558923	-1
9	57561977	1
9	57576420	1
9	57587372	1
9	57587372	1
9	57593135	1
9	57601920	1
9	57606255	-1
9	57611567	1
9	57615876	1
9	57618065	-1
9	57631809	1
9	57639860	1
9	57642679	1
9	57649704	1
9	57651822	-1
9	57661148	-1
9	57672564	-1
9	57675700	-1
9	57682592	-1
9	57686979	1
9	57688588	1
9	57697352	1
9	57700917	1
9	57702975	1
9	57709829	-1
9	57718907	1
9	57723990	1
9	57733955	1
9	57746693	-1
9	57747957	1
9	57757461	1
9	57768897	1
9	57771688	1
9	57773648	-1
9	57782968	-1
9	57789767	1
9	57800648	1
9	57803125	-1
9	57811983	-1
9	57826049	-1
9	57838004	-1
9	57841932	-1
9	57855513	1
9	57858734	-1
9	57869966	1
9	57872972	-1
9	57896977	-1
9	57918065	1
9	57921191	1
9	57924623	1
9	57926847	-1
9	57934725	-1
9	57944176	1
9	57947999	1
9	57954804	-1
9	57960621	1
9	57962035	-1
9	57964026	1
9	57969172	-1
9	57975591	-1
9	57980320	-1
9	57983751	-1
9	57989567	-1
9	57991375	1
9	57995335	1
9	57998325	1
9	58004119	1
9	58005793	1
9	58012032	1
9	58019608	1
9	58024034	-1
9	58029749	-1
9	58035759	-1
9	58045354	-1
9	58046327	-1
9	58054449	1
9	58057007	1
9	58072955	-1
9	58076663	-1
9	58080819	-1
9	58090411	-1
9	58091853	-1
9	58096842	-1
9	58106394	-1
9	58108389	1
9	58114244	1
9	58120977	-1
9	58139764	1
9	58147241	-1
9	58154980	-1
9	58177869	-1
9	58182615	1
9	58188353	1
9	58194328	1
9	58201709	-1
9	58204737	1
9	58209566	-1
9	58231745	1
9	58235376	1
9	58240702	-1
9	58251040	1
9	58259744	1
9	58265204	1
9	58269397	1
9	58270114	1
9	58283150	1
9	58289821	1
9	58291161	1
9	58305289	1
9	58326747	1
9	58332612	1
9	58336115	1
9	58340416	-1
9	58349854	-1
9	58366568	-1
9	58373952	-1
9	58398487	1
9	58399670	-1
9	58400740	-1
9	58410012	1
9	58415342	-1
9	58421241	1
9	58421471	1
9	58425221	1
9	58425221	1
9	58428314	1
9	58433450	-1
9	58438688	-1
9	58459881	1
9	58462046	1
9	58470566	1
9	58474536	1
9	58476154	-1
9	58477802	-1
9	58480153	1
9	58480495	1
9	58480748	1
9	58487483	1
9	58492349	-1
9	58494165	1
9	58501833	1
9	58509138	-1
9	58522075	-1
9	58545631	-1
9	58595361	1
9	58602096	1
9	58612781	1
9	58617248	-1
9	58622835	-1
9	58640683	1
9	58644449	1
9	58648067	1
9	58653556	-1
9	58659367	-1
9	58666107	1
9	58678315	1
9	58691421	-1
9	58698024	1
9	58703848	-1
9	58714309	1
9	58718631	-1
9	58730566	1
9	58734419	1
9	58735120	-1
9	58739774	1
9	58759154	1
9	58761316	1
9	58763460	1
9	58769220	1
9	58771425	-1
9	58779821	-1
9	58787485	1
9	58793187	-1
9	58795463	1
9	58813348	-1
9	58816751	-1
9	58828785	-1
9	58839171	-1
9	58846202	-1
9	58850413	1
9	58853417	-1
9	58860687	1
9	58862765	1
9	58865417	-1
9	58871971	1
9	58879158	-1
9	58886340	1
9	58890296	-1
9	58895019	-1
9	58898690	-1
9	58905899	1
9	58914020	1
9	58917681	1
9	58920107	1
9	58921666	1
9	58925737	-1
9	58925737	-1
9	58929810	1
9	58940597	-1
9	58943067	-1
9	58945186	-1
9	58950481	1
9	58986863	1
9	58995281	-1
9	59004320	1
9	59012317	1
9	59029402	1
9	59035032	-1
9	59059977	-1
9	59067136	1
9	59086551	1
9	59100427	1
9	59104187	-1
9	59104194	-1
9	59104572	-1
9	59105416	-1
9	59110761	1
9	59114664	-1
9	59116135	1
9	59126003	1
9	59147065	1
9	59154073	-1
9	59158857	-1
9	59164056	-1
9	59168870	-1
9	59173383	-1
9	59175880	-1
9	59183033	-1
9	59191426	-1
9	59196841	-1
9	59207623	-1
9	59213938	-1
9	59288660	-1
9	59292522	-1
9	59310433	-1
9	59334134	1
9	59339913	-1
9	59359792	1
9	59362488	-1
9	59367986	-1
9	59373018	1
9	59373018	1
9	59375990	-1
9	59385885	-1
9	59393587	-1
9	59396042	-1
9	59397812	-1
9	59407242	1
9	59419836	1
9	59425222	-1
9	59431498	1
9	59434202	1
9	59435662	-1
9	59469774	1
9	59474046	-1
9	59483425	-1
9	59489253	-1
9	59489324	-1
9	59495892	-1
9	59504453	1
9	59506911	-1
9	59515791	1
9	59531568	1
9	59533438	-1
9	59545216	1
9	59571257	1
9	59574388	-1
9	59582628	1
9	59589838	-1
9	59596502	-1
9	59622314	1
GL003596.1	5292	1
GL003613.1	4831	1
GL003616.1	3724	-1
GL003643.1	2083	-1
GL003651.1	963	1
GL003661.1	534	1
10	14322	1
10	18431	-1
10	20457	-1
10	22948	-1
10	32694	1
10	42165	-1
10	47669	-1
10	72646	1
10	79082	1
10	86612	1
10	91149	1
10	106565	1
10	114093	1
10	117395	1
10	116597	1
10	131674	1
10	134403	1
10	140438	-1
10	150592	-1
10	153408	1
10	156446	-1
10	163241	1
10	162966	1
10	174968	1
10	191364	-1
10	217289	1
10	222235	-1
10	240033	1
10	242377	-1
10	252832	-1
10	255909	1
10	265915	-1
10	278793	-1
10	290520	1
10	293990	-1
10	294466	1
10	303074	1
10	306188	1
10	314555	1
10	334074	-1
10	339126	1
10	346517	-1
10	352676	1
10	357733	-1
10	360839	1
10	371409	-1
10	377729	-1
10	386799	-1
10	390909	1
10	396479	-1
10	404257	1
10	405129	-1
10	406102	1
10	416197	1
10	420110	-1
10	424231	-1
10	433760	1
10	434065	-1
10	437441	1
10	439689	-1
10	450323	1
10	453666	-1
10	457393	-1
10	457421	-1
10	457068	-1
10	461828	-1
10	471729	-1
10	472340	1
10	476815	1
10	482539	1
10	486499	1
10	491987	-1
10	500328	-1
10	514795	1
10	518088	-1
10	520283	-1
10	527977	1
10	531596	1
10	548618	1
10	552082	1
10	553591	1
10	562619	1
10	570025	1
10	570057	-1
10	578633	-1
10	586083	1
10	591993	1
10	592712	1
10	616375	1
10	617564	1
10	661439	-1
10	673120	-1
10	677761	1
10	677761	1
10	683866	-1
10	725139	1
10	730265	1
10	733191	1
10	739150	-1
10	745531	-1
10	755579	-1
10	758132	-1
10	762381	-1
10	773816	1
10	778369	1
10	780500	-1
10	790011	-1
10	794657	-1
10	821834	-1
10	830118	1
10	836214	-1
10	836709	-1
10	931682	-1
10	933846	-1
10	938976	1
10	956510	-1
10	966929	-1
10	976122	-1
10	991192	-1
10	999912	1
10	1016846	1
10	1018384	1
10	1021877	1
10	1024061	1
10	1024874	1
10	1031938	-1
10	1034468	-1
10	1040054	1
10	1041824	1
10	1044662	-1
10	1048633	1
10	1051732	1
10	1056257	-1
10	1066166	-1
10	1068939	-1
10	1073197	-1
10	1079179	1
10	1080684	-1
10	1090348	1
10	1093601	-1
10	1101216	-1
10	1110700	-1
10	1119949	-1
10	1128078	-1
10	1130824	-1
10	1142801	1
10	1146292	1
10	1149455	-1
10	1156579	-1
10	1159691	-1
10	1161988	-1
10	1184402	-1
10	1190240	-1
10	1192821	-1
10	1204852	-1
10	1211594	1
10	1214827	-1
10	1216149	-1
10	1219873	1
10	1226022	1
10	1227345	1
10	1230834	1
10	1235262	-1
10	1244582	1
10	1250677	1
10	1250677	1
10	1258177	-1
10	1263244	1
10	1268756	-1
10	1271573	-1
10	1282189	1
10	1296659	1
10	1302389	1
10	1314321	-1
10	1350776	-1
10	1363919	1
10	1376899	1
10	1381694	1
10	1392655	-1
10	1401780	1
10	1408409	-1
10	1418502	-1
10	1428190	1
10	1429118	1
10	1455471	1
10	1460270	1
10	1484103	1
10	1483848	1
10	1489236	1
10	1491091	-1
10	1497837	1
10	1499837	1
10	1509951	1
10	1514439	-1
10	1518729	-1
10	1522266	1
10	1537903	1
10	1541580	1
10	1547365	-1
10	1550393	1
10	1553098	-1
10	1554179	-1
10	1570539	-1
10	1576686	1
10	1581218	1
10	1590230	-1
10	1594886	-1
10	1599637	1
10	1602740	1
10	1608931	1
10	1616923	1
10	1616671	1
10	1639395	1
10	1647799	-1
10	1663743	1
10	1666305	1
10	1669951	-1
10	1672093	1
10	1677847	-1
10	1681536	-1
10	1685748	-1
10	1694223	1
10	1699969	-1
10	1713667	-1
10	1739843	1
10	1765383	1
10	1770560	1
10	1782024	1
10	1788878	1
10	1810267	1
10	1821945	-1
10	1831279	1
10	1835549	-1
10	1840153	1
10	1844681	1
10	1851143	1
10	1853499	-1
10	1857281	1
10	1871794	-1
10	1885793	1
10	1926624	-1
10	1940680	-1
10	1946659	1
10	1949502	-1
10	1955286	-1
10	1958393	-1
10	1964465	1
10	1967712	1
10	1977053	-1
10	1981702	-1
10	1990238	1
10	1997869	-1
10	2007767	1
10	2011696	-1
10	2012658	1
10	2015595	-1
10	2027092	-1
10	2036290	-1
10	2041625	-1
10	2048315	1
10	2055803	1
10	2060207	-1
10	2061473	-1
10	2070879	1
10	2078278	-1
10	2096142	-1
10	2099979	-1
10	2104953	-1
10	2108028	1
10	2120661	1
10	2137117	-1
10	2150684	1
10	2152475	-1
10	2169280	-1
10	2203013	-1
10	2215738	-1
10	2224784	1
10	2235242	1
10	2244736	-1
10	2248332	1
10	2256350	1
10	2258195	-1
10	2266012	-1
10	2276041	1
10	2280919	-1
10	2287031	1
10	2288998	1
10	2293048	1
10	2298423	-1
10	2304718	1
10	2304441	1
10	2306070	1
10	2309302	-1
10	2312746	-1
10	2317967	1
10	2321925	-1
10	2324749	1
10	2329219	-1
10	2353131	-1
10	2373119	1
10	2385551	-1
10	2387569	1
10	2390176	1
10	2393506	-1
10	2407941	1
10	2428929	1
10	2436158	-1
10	2448999	-1
10	2453183	-1
10	2458123	-1
10	2470546	-1
10	2477373	1
10	2482224	-1
10	2487088	-1
10	2491208	-1
10	2498092	-1
10	2519885	-1
10	2523821	-1
10	2529611	-1
10	2537202	1
10	2539299	1
10	2545732	1
10	2548789	1
10	2557296	1
10	2560163	-1
10	2563684	-1
10	2569350	1
10	2570547	1
10	2573853	1
10	2579870	-1
10	2583223	1
10	2589061	-1
10	2587398	-1
10	2604401	1
10	2611601	1
10	2628112	1
10	2632322	1
10	2650598	1
10	2656184	1
10	2670567	-1
10	2684105	-1
10	2740211	-1
10	2747801	-1
10	2753940	1
10	2759638	-1
10	2761129	-1
10	2763769	1
10	2771213	-1
10	2773630	1
10	2775419	1
10	2778544	-1
10	2800305	-1
10	2816644	1
10	2832587	1
10	2836292	-1
10	2844407	-1
10	2853773	-1
10	2857159	-1
10	2865707	-1
10	2868594	-1
10	2873181	-1
10	2882926	-1
10	2895284	1
10	2902689	-1
10	2911437	-1
10	2925226	-1
10	2928220	1
10	2937119	-1
10	2949236	1
10	2954744	-1
10	2959302	-1
10	2959270	-1
10	2959270	-1
10	2961927	1
10	2967953	1
10	2971526	1
10	2975232	-1
10	2978622	1
10	2986931	-1
10	2993027	1
10	2996638	-1
10	3014054	-1
10	3016284	1
10	3020278	1
10	3023213	1
10	3032825	1
10	3039261	-1
10	3042460	-1
10	3048434	1
10	3052376	-1
10	3055643	1
10	3068642	1
10	3074937	-1
10	3075681	1
10	3076720	1
10	3083671	1
10	3086229	-1
10	3093201	1
10	3096418	-1
10	3099415	-1
10	3118691	1
10	3126284	1
10	3129988	-1
10	3133587	-1
10	3148075	-1
10	3151244	-1
10	3161179	1
10	3163730	1
10	3167468	-1
10	3174992	-1
10	3179591	1
10	3187328	1
10	3194818	1
10	3194257	1
10	3201137	1
10	3203677	1
10	3205742	-1
10	3208637	-1
10	3210933	1
10	3214885	-1
10	3217674	-1
10	3240966	1
10	3259679	1
10	3264731	-1
10	3270632	-1
10	3276263	-1
10	3279313	1
10	3303283	1
10	3309075	-1
10	3317297	1
10	3317787	1
10	3341410	1
10	3345310	-1
10	3360315	1
10	3360315	1
10	3362127	-1
10	3367566	1
10	3382344	-1
10	3387623	1
10	3401896	1
10	3406188	-1
10	3418546	1
10	3420885	1
10	3427161	-1
10	3435091	1
10	3438517	-1
10	3465644	1
10	3494028	1
10	3496902	1
10	3508089	1
10	3515869	1
10	3526411	1
10	3534299	1
10	3545646	1
10	3554683	1
10	3556803	-1
10	3562304	-1
10	3572076	-1
10	3577792	-1
10	3580187	1
10	3586286	-1
10	3590526	-1
10	3594263	1
10	3603444	-1
10	3611507	1
10	3620119	1
10	3622153	-1
10	3628504	1
10	3631384	-1
10	3637658	-1
10	3650336	1
10	3657648	-1
10	3664150	-1
10	3671636	-1
10	3683083	-1
10	3684323	1
10	3690225	-1
10	3695229	1
10	3705796	1
10	3709320	-1
10	3723794	1
10	3729538	-1
10	3739899	-1
10	3762083	1
10	3780565	1
10	3786254	-1
10	3790042	1
10	3793717	1
10	3799626	1
10	3803185	1
10	3805172	1
10	3818197	1
10	3822264	1
10	3825783	1
10	3826939	1
10	3828646	1
10	3834234	-1
10	3844893	-1
10	3850326	-1
10	3858198	-1
10	3883546	-1
10	3887800	1
10	3891472	-1
10	3892387	-1
10	3901361	1
10	3912153	1
10	3912153	1
10	3911196	1
10	3917519	-1
10	3922510	-1
10	3934004	1
10	3937767	-1
10	3939604	-1
10	3948988	-1
10	3956969	1
10	3960434	1
10	3965072	1
10	3970356	-1
10	4000612	1
10	4003068	1
10	4008942	1
10	4012937	-1
10	4017770	-1
10	4019471	1
10	4022321	-1
10	4026981	-1
10	4032515	1
10	4038783	-1
10	4052683	-1
10	4061652	1
10	4067884	1
10	4076719	-1
10	4090018	1
10	4094059	1
10	4094410	-1
10	4099970	-1
10	4106598	1
10	4111630	-1
10	4115185	-1
10	4116511	-1
10	4118746	1
10	4131167	1
10	4140286	-1
10	4141190	1
10	4143840	-1
10	4156802	-1
10	4161154	-1
10	4163849	-1
10	4165624	-1
10	4166807	-1
10	4175175	-1
10	4183633	1
10	4190255	-1
10	4200711	1
10	4200711	1
10	4200711	1
10	4214697	1
10	4217908	-1
10	4223929	1
10	4230417	1
10	4233494	-1
10	4244268	-1
10	4250743	-1
10	4256799	-1
10	4257448	-1
10	4264101	-1
10	4271804	-1
10	4277366	1
10	4282566	-1
10	4286546	-1
10	4296750	1
10	4304595	-1
10	4307042	1
10	4314544	1
10	4325488	-1
10	4339725	1
10	4342996	1
10	4378442	-1
10	4408294	-1
10	4410450	1
10	4415599	1
10	4436050	-1
10	4454872	1
10	4458325	-1
10	4463031	1
10	4466688	1
10	4467722	1
10	4471676	-1
10	4492809	1
10	4501719	-1
10	4511702	1
10	4514787	-1
10	4516181	1
10	4518632	1
10	4528615	1
10	4538558	1
10	4543138	-1
10	4546440	1
10	4549384	-1
10	4557210	1
10	4566221	1
10	4571273	-1
10	4578162	-1
10	4578172	-1
10	4591394	1
10	4593742	1
10	4596427	-1
10	4598557	-1
10	4616466	1
10	4619870	1
10	4624133	1
10	4630826	1
10	4637895	1
10	4641267	1
10	4643432	1
10	4645039	-1
10	4652058	1
10	4655710	1
10	4666457	-1
10	4671808	-1
10	4673444	-1
10	4702641	1
10	4706124	-1
10	4710699	1
10	4713123	-1
10	4715893	1
10	4717843	1
10	4726997	-1
10	4731222	-1
10	4736479	1
10	4740462	-1
10	4748257	1
10	4752492	-1
10	4755587	-1
10	4767078	-1
10	4792787	-1
10	4800490	-1
10	4800498	-1
10	4804598	-1
10	4811923	-1
10	4823120	1
10	4834775	-1
10	4837051	-1
10	4842420	-1
10	4852205	-1
10	4855812	-1
10	4898200	-1
10	4911780	1
10	4915877	1
10	4933395	1
10	4933421	1
10	4936682	1
10	4940298	-1
10	4943775	-1
10	4960091	1
10	4969886	1
10	4978906	-1
10	4991165	-1
10	5007263	1
10	5012592	1
10	5020508	1
10	5042001	1
10	5046832	-1
10	5058843	1
10	5065293	1
10	5077017	-1
10	5091621	-1
10	5093398	-1
10	5102133	-1
10	5107434	-1
10	5112462	-1
10	5117853	-1
10	5131537	-1
10	5152578	1
10	5164687	-1
10	5179849	-1
10	5220343	1
10	5221214	-1
10	5226225	-1
10	5227681	-1
10	5233025	-1
10	5249892	1
10	5255201	-1
10	5265225	-1
10	5281974	1
10	5285661	-1
10	5293305	1
10	5294342	-1
10	5298678	1
10	5303444	-1
10	5310172	-1
10	5323011	-1
10	5340257	1
10	5344155	-1
10	5350240	-1
10	5362553	1
10	5364229	1
10	5366387	-1
10	5375677	1
10	5380662	-1
10	5391179	-1
10	5397197	1
10	5408359	1
10	5422115	-1
10	5418382	-1
10	5426041	-1
10	5430108	-1
10	5441737	-1
10	5458283	-1
10	5466427	1
10	5469901	1
10	5474444	1
10	5477937	-1
10	5488946	1
10	5489071	1
10	5491640	1
10	5496586	-1
10	5517396	-1
10	5528454	-1
10	5532849	-1
10	5537472	-1
10	5542837	1
10	5562731	-1
10	5570061	-1
10	5583107	1
10	5590996	-1
10	5605901	1
10	5614719	1
10	5623408	1
10	5623092	1
10	5628907	-1
10	5633850	1
10	5635883	-1
10	5688885	-1
10	5707430	1
10	5714251	1
10	5733611	1
10	5740568	1
10	5747508	1
10	5750788	-1
10	5765092	-1
10	5779511	-1
10	5778358	-1
10	5780519	-1
10	5795139	-1
10	5835669	1
10	5842110	1
10	5858825	1
10	5865097	1
10	5868472	1
10	5874091	-1
10	5878880	1
10	5887673	-1
10	5908136	1
10	5915416	-1
10	5936935	1
10	5945253	1
10	5953438	-1
10	5956315	1
10	5959301	1
10	5966798	-1
10	5975837	-1
10	5983585	-1
10	5987140	-1
10	5991754	-1
10	5997393	-1
10	6000617	-1
10	6008123	1
10	6016967	-1
10	6053020	-1
10	6067239	-1
10	6104484	-1
10	6114270	1
10	6126720	1
10	6136869	1
10	6150475	1
10	6151726	1
10	6176551	1
10	6191467	1
10	6201043	1
10	6206578	-1
10	6222863	1
10	6226343	1
10	6238987	1
10	6255482	-1
10	6278912	-1
10	6285558	1
10	6331579	1
10	6341061	-1
10	6350766	1
10	6352699	1
10	6361163	1
10	6372270	1
10	6378532	1
10	6391271	1
10	6396938	1
10	6400256	1
10	6405616	1
10	6421234	1
10	6420844	1
10	6424657	1
10	6436360	1
10	6440302	1
10	6517727	-1
10	6531815	1
10	6545778	-1
10	6568763	1
10	6564769	1
10	6573934	1
10	6579680	1
10	6582320	1
10	6587413	-1
10	6606646	-1
10	6610380	1
10	6612720	-1
10	6652612	-1
10	6654806	1
10	6706326	-1
10	6711201	1
10	6712584	-1
10	6732671	1
10	6753847	1
10	6758994	1
10	6764696	1
10	6771796	1
10	6808129	1
10	6816162	-1
10	6824989	1
10	6837254	1
10	6844685	1
10	6847172	1
10	6850187	-1
10	6875483	-1
10	6888433	1
10	6890816	1
10	6915625	1
10	6919941	1
10	6930631	-1
10	6934923	-1
10	6941243	-1
10	6944012	1
10	6956168	1
10	6958165	-1
10	6963886	-1
10	6966895	-1
10	6975463	-1
10	6989138	1
10	6990830	1
10	6996060	1
10	6998642	1
10	7003729	1
10	7005738	-1
10	7006985	1
10	7011756	1
10	7015787	1
10	7017107	1
10	7026365	-1
10	7032584	1
10	7051082	-1
10	7060540	-1
10	7072010	-1
10	7080081	-1
10	7079946	-1
10	7085665	1
10	7111890	1
10	7115084	-1
10	7119912	1
10	7122309	-1
10	7127233	-1
10	7131702	-1
10	7138351	-1
10	7153897	-1
10	7158740	-1
10	7178914	1
10	7194473	1
10	7205336	1
10	7220337	1
10	7223493	1
10	7226611	1
10	7245560	-1
10	7267859	1
10	7281800	1
10	7288598	1
10	7290966	-1
10	7308094	1
10	7320021	1
10	7328559	1
10	7340900	-1
10	7348031	-1
10	7356315	-1
10	7361309	1
10	7363498	1
10	7368772	1
10	7372127	1
10	7387662	-1
10	7394337	1
10	7401409	-1
10	7420058	1
10	7422367	-1
10	7426500	-1
10	7430214	-1
10	7433914	-1
10	7435606	-1
10	7441972	1
10	7443165	-1
10	7449764	-1
10	7470425	-1
10	7472700	-1
10	7476916	-1
10	7500919	1
10	7507541	1
10	7514733	-1
10	7517602	-1
10	7519801	-1
10	7522356	-1
10	7528966	-1
10	7540394	1
10	7559932	1
10	7601351	-1
10	7610287	-1
10	7614980	1
10	7640113	-1
10	7650974	-1
10	7674435	1
10	7695960	1
10	7702563	-1
10	7733912	-1
10	7737496	1
10	7747312	-1
10	7755352	1
10	7758679	1
10	7760994	-1
10	7769898	-1
10	7780312	-1
10	7792079	-1
10	7800166	-1
10	7803590	1
10	7808061	1
10	7810246	-1
10	7826937	-1
10	7831679	-1
10	7845927	1
10	7854168	-1
10	7857435	-1
10	7867950	1
10	7881817	1
10	7916695	-1
10	7924329	-1
10	7926567	-1
10	7935200	-1
10	7940797	-1
10	7949784	1
10	7956787	-1
10	7963559	1
10	7964706	1
10	8014827	1
10	8018633	-1
10	8024930	-1
10	8048792	1
10	8066644	-1
10	8075810	-1
10	8082615	-1
10	8086913	1
10	8092310	1
10	8107068	1
10	8115151	-1
10	8161205	1
10	8167824	1
10	8170108	1
10	8172999	-1
10	8175143	-1
10	8180891	-1
10	8188083	1
10	8189524	-1
10	8198597	1
10	8199596	-1
10	8205295	1
10	8212062	1
10	8217028	1
10	8224314	1
10	8241900	1
10	8300836	-1
10	8307184	-1
10	8331640	1
10	8351340	1
10	8354688	-1
10	8361511	-1
10	8373215	-1
10	8387567	-1
10	8426810	1
10	8441508	1
10	8448355	-1
10	8468553	-1
10	8468553	-1
10	8479282	-1
10	8482601	1
10	8500759	-1
10	8519916	-1
10	8528005	-1
10	8551291	1
10	8551308	1
10	8563588	1
10	8565918	1
10	8595107	1
10	8605295	1
10	8606749	-1
10	8618451	-1
10	8625623	-1
10	8630021	-1
10	8630899	1
10	8635314	-1
10	8646901	1
10	8651102	-1
