Chromosome/scaffold name	Transcript start (bp)	Strand
7	37935321	1
7	37942080	1
7	37942336	1
7	37950430	-1
7	37956116	-1
7	38192896	1
7	38193286	1
7	38306166	-1
7	38472079	1
7	38508637	1
7	38531829	-1
7	38538629	1
7	38561831	1
7	38565494	1
7	38613435	-1
7	38644395	1
7	38654666	1
7	38655869	1
7	38700213	-1
7	38706900	1
7	38706840	1
7	38706953	1
7	38706947	1
7	38706966	1
7	38706898	1
7	38736940	-1
7	38971768	1
7	38976308	1
7	39061280	1
7	39078284	-1
7	39099346	-1
7	39555861	-1
7	39670204	1
7	39670195	1
7	39971618	1
7	39979714	-1
7	39981424	-1
7	40105123	-1
7	40117026	1
7	40124455	1
7	40376674	-1
7	40438572	1
7	40438634	1
7	40441219	-1
7	40846155	-1
7	40914013	1
7	41064175	1
7	41418215	-1
7	41423137	-1
7	41440625	1
7	41596910	1
7	41596891	1
7	41603020	-1
7	42079162	1
7	42318625	-1
7	42325056	-1
7	42395439	1
7	42398709	1
7	42415212	1
7	42742493	1
7	42744311	1
7	42749082	1
7	43047307	-1
7	43050487	-1
7	43184550	-1
7	43248988	1
7	43261848	1
7	43267597	1
7	43269765	1
7	43742113	-1
7	43742113	-1
7	44474722	-1
7	44474967	-1
7	44951973	1
7	44956018	-1
7	45085938	-1
7	45093234	1
7	46190396	1
7	47495562	1
7	47799636	-1
7	47800384	-1
7	47945333	-1
7	48360513	-1
7	48374533	-1
7	48635926	1
7	48658841	-1
7	48671111	1
7	48674342	1
7	48727052	1
7	48751797	1
7	48773016	1
7	48816906	1
7	48820967	-1
7	48824364	1
7	48828918	-1
7	48833013	1
7	48839991	-1
7	48847205	1
7	48848275	1
7	48851701	-1
7	48858029	1
7	48876893	1
7	48879281	-1
7	48886002	1
7	48959220	1
7	48966467	1
7	48966273	-1
7	48985002	-1
7	49116913	-1
7	49127401	-1
7	49150386	-1
7	49298065	1
7	49312126	1
7	49316000	-1
7	49451835	-1
7	49459822	-1
7	49467756	1
7	49476371	-1
7	49552821	1
7	49671990	1
7	49678386	1
7	49683986	-1
7	49774480	-1
7	49783011	1
7	49806650	1
7	49813974	1
7	49867996	-1
7	49906500	-1
7	49912791	1
7	49922889	-1
7	50011159	1
7	50025392	1
7	50027062	-1
7	50034422	1
7	50042897	1
7	50057026	1
7	50061346	-1
7	50065485	-1
7	50178028	-1
7	50195388	1
7	50223328	1
7	50226556	-1
7	50232524	-1
7	50261764	1
7	50268771	1
7	50319109	-1
7	50412731	1
7	50466021	1
7	50466447	1
7	50475206	-1
7	50563493	1
7	50772772	1
7	50794332	1
7	50896473	1
7	50912987	1
7	50912987	1
7	50913993	1
7	50919622	1
7	50927701	1
7	50958147	-1
7	50968999	1
7	50980020	1
7	50981400	1
7	50996609	1
7	51000887	1
7	51003961	1
7	51006907	1
7	51008062	1
7	51062382	1
7	51065435	-1
7	51075578	1
7	51110076	1
7	51118183	-1
7	51159228	-1
7	51194628	-1
7	51195471	-1
7	51239298	-1
7	51281580	-1
7	51335564	-1
7	51361081	1
7	51418087	1
7	51424274	-1
7	51440973	-1
7	51446827	1
7	51455266	-1
7	51456981	1
7	51464118	1
7	51464790	1
7	51470244	-1
7	51474892	1
7	51508074	-1
7	51512882	-1
7	51516758	1
7	51569576	1
7	51584053	1
7	51598510	-1
7	51686920	1
7	51786852	1
7	51791912	1
7	51800203	1
7	51832074	-1
7	51919352	1
7	51928681	-1
7	51938881	1
7	51987521	1
7	52005167	-1
7	52055139	1
7	52156302	1
7	52159227	-1
7	52199325	1
7	52200345	1
7	52204703	-1
7	52214082	-1
7	52235379	-1
7	52243256	-1
7	52248226	1
7	52252071	1
7	52266562	-1
7	52270863	1
7	52303052	-1
7	52325094	1
7	52420652	-1
7	52456472	1
7	52467766	-1
7	52474165	1
7	52484703	-1
7	52610480	-1
7	52639404	1
7	52667050	1
7	52685122	-1
7	52702483	1
7	52718119	1
7	52723574	-1
7	52748500	1
7	52752852	-1
7	52754411	-1
7	52819468	1
7	52856598	1
7	52856598	1
7	52859731	-1
7	52864463	-1
7	52880884	1
7	52906535	-1
7	52910744	-1
7	52922013	-1
7	52983367	-1
7	53059068	1
7	53066403	1
7	53107272	-1
7	53119183	1
7	53124431	1
7	53129847	1
7	53139483	-1
7	53143731	-1
7	53144951	-1
7	53164417	1
7	53181216	1
7	53188283	-1
7	53194040	1
7	53283632	1
7	53306802	-1
7	53330191	1
7	53336793	1
7	53347673	1
7	53358353	1
7	53363896	1
7	53368003	1
7	53373920	1
7	53378618	1
7	53425476	1
7	53427500	-1
7	53440628	-1
7	53445014	-1
7	53460598	1
7	53467060	1
7	53474889	-1
7	53477749	-1
7	53503552	1
7	53514883	1
7	53522195	1
7	53546376	1
7	53556511	1
7	53568974	-1
7	53575490	-1
7	53589671	1
7	53609031	1
7	53610255	1
7	53611353	1
7	53617623	-1
7	53629135	-1
7	53640854	1
7	53641687	-1
7	53756746	-1
7	53777463	-1
7	53796341	-1
7	53797648	-1
7	53809084	-1
7	53847138	1
7	53852590	1
7	53875498	1
7	53917182	1
7	53953542	1
7	53959311	-1
7	53962947	-1
7	53970537	-1
7	53991122	1
7	54026119	1
7	54029871	1
7	54056682	-1
7	54059773	1
7	54067821	1
7	54096117	-1
7	54201466	-1
7	54283408	-1
7	54368249	-1
7	54381173	-1
7	54429623	-1
7	54436964	-1
7	54463842	-1
7	54474104	-1
7	54488450	1
7	54506740	-1
7	54543622	-1
7	54560439	-1
7	54560439	-1
7	54569020	-1
7	54576446	-1
7	54670923	1
7	54675180	1
7	54687781	1
7	54693356	1
7	54699081	-1
7	54699081	-1
7	54720011	-1
7	54721939	-1
7	54731529	1
7	54737542	1
7	54739112	1
7	54742570	-1
7	54745943	1
7	54762289	-1
7	54803275	-1
7	54815604	-1
7	54827467	1
7	54829074	-1
7	54912697	1
7	54974137	1
7	54975104	-1
7	54976512	-1
7	54988446	-1
7	55022216	-1
7	55031692	1
7	55041790	1
7	55123680	1
7	55136162	1
7	55141516	1
7	55147528	1
7	55152104	-1
7	55155045	-1
7	55185950	1
7	55195850	1
7	55198141	1
7	55198141	1
7	55219715	-1
7	55255162	1
7	55267891	-1
7	55309919	1
7	55319787	1
7	55319507	1
7	55322913	-1
7	55330041	-1
7	55336111	1
7	55340473	-1
7	55341996	1
7	55346421	1
7	55352924	1
7	55366525	1
7	55369076	-1
7	55382361	1
7	55408571	1
7	55444865	-1
7	55486464	1
7	55498246	-1
7	55520504	1
7	55520939	1
7	55525041	-1
7	55530121	1
7	55534321	-1
7	55538692	-1
7	55546609	1
7	55570780	1
7	55612342	-1
7	55643380	1
7	55691201	-1
7	55698925	-1
7	55702494	1
7	55712414	1
7	55717283	-1
7	55727494	1
7	55736007	1
7	55739621	-1
7	55756951	1
7	55762702	-1
7	55768932	1
7	55773733	1
7	55795816	1
7	55830802	-1
7	55833229	-1
7	55836005	1
7	55840793	-1
7	55860748	1
7	55863952	-1
7	55892391	1
7	55895709	-1
7	55922271	1
7	55938593	1
7	55951333	1
7	55956356	1
7	55966612	-1
7	55983337	-1
7	55993960	-1
7	55996991	-1
7	56016493	1
7	56022256	1
7	56027968	1
7	56047648	1
7	56060836	-1
7	56070971	1
7	56074271	-1
7	56079798	-1
7	56087142	1
7	56088067	1
7	56091992	1
7	56094212	-1
7	56122261	-1
7	56127098	1
7	56133866	-1
7	56151914	1
7	56163375	1
7	56169310	1
7	56185117	-1
7	56197166	1
7	56204609	1
7	56219220	-1
7	56227253	-1
7	56240702	-1
7	56252344	-1
7	56264701	1
7	56272736	-1
7	56282581	-1
7	56293826	-1
7	56295854	-1
7	56312644	-1
7	56314021	-1
7	56322583	1
7	56326566	-1
7	56345584	1
7	56348558	1
7	56350934	1
7	56351870	1
7	56364281	1
7	56373801	1
7	56379661	-1
7	56408168	1
7	56419808	1
7	56442486	-1
7	56451126	1
7	56477437	1
7	56481494	1
7	56485801	-1
7	56501258	1
7	56514545	1
7	56519422	1
7	56554228	1
7	56579874	1
7	56590255	1
7	56611973	1
7	56624679	1
7	56653400	1
7	56673459	1
7	56673459	1
7	56694227	1
7	56704133	-1
7	56721893	1
7	56730875	1
7	56740843	1
7	56747991	1
7	56751709	1
7	56755224	1
7	56757993	-1
7	56778396	1
7	56806027	1
7	56809776	1
7	56813472	1
7	56815370	-1
7	56825651	-1
7	56846965	-1
7	56880414	-1
7	56893234	-1
7	56914430	1
7	56948429	1
7	56954603	1
7	56954603	1
7	56963810	1
7	56974433	-1
7	56990918	-1
7	57041014	-1
7	57045896	-1
7	57048641	-1
7	57054956	-1
7	57065311	-1
7	57077426	1
7	57095928	-1
7	57104483	-1
7	57125192	-1
7	57159233	1
7	57168616	-1
7	57180775	-1
7	57198318	1
7	57210772	1
7	57215224	-1
7	57225068	1
7	57247219	1
7	57258066	-1
7	57278979	1
7	57283421	-1
7	57288818	1
7	57307999	1
7	57311597	-1
7	57311597	-1
7	57325713	1
7	57334267	1
7	57344272	-1
7	57388237	1
7	57425345	1
7	57432080	-1
7	57440784	1
7	57446850	1
7	57446850	1
7	57473717	1
7	57479962	-1
7	57485035	1
7	57495215	1
7	57511023	1
7	57514740	1
7	57520403	-1
7	57529190	1
7	57530881	-1
7	57557667	1
7	57569159	-1
7	57595296	1
7	57609416	1
7	57615580	-1
7	57626009	-1
7	57631562	-1
7	57637256	1
7	57644653	-1
7	57647677	-1
7	57656681	-1
7	57662280	-1
7	57696893	1
7	57697211	1
7	57707072	-1
7	57739193	1
7	57747622	1
7	57750176	1
7	57754508	-1
7	57760234	-1
7	57772162	1
7	57807596	-1
7	57821297	1
7	57832495	-1
7	57853370	1
7	57853639	1
7	57869319	1
7	57874031	1
7	57874031	1
7	57890002	1
7	57901671	1
7	57907884	-1
7	57915003	1
7	57922904	-1
7	57924860	1
7	57926296	1
7	57932697	-1
7	57937525	1
7	57951069	1
7	57959533	1
7	57962362	1
7	57967418	1
7	57974214	1
7	57977647	1
7	57979566	1
7	57996209	1
7	58025083	1
7	58034622	1
7	58037425	1
7	58043288	-1
7	58052377	1
7	58057883	-1
7	58068474	-1
7	58087984	-1
7	58132860	-1
7	58138759	-1
7	58147262	1
7	58157388	-1
7	58162015	1
7	58171209	1
7	58174510	1
7	58178273	1
7	58181703	1
7	58182692	-1
7	58187442	-1
7	58197806	-1
7	58201628	-1
7	58239037	-1
7	58272425	1
7	58294657	-1
7	58304726	1
7	58315159	-1
7	58335679	1
7	58335679	1
7	58342827	1
7	58343638	1
7	58346583	-1
7	58350666	-1
7	58360754	1
7	58373419	-1
7	58375798	-1
7	58383548	-1
7	58389237	-1
7	58390246	-1
7	58395295	1
7	58396988	-1
7	58410859	1
7	58421761	1
7	58426692	-1
7	58428607	-1
7	58435137	1
7	58442307	1
7	58448562	1
7	58462919	1
7	58471240	1
7	58471240	1
7	58475669	-1
7	58479475	1
7	58483111	1
7	58484711	1
7	58496671	1
7	58502981	1
7	58527469	1
7	58532131	1
7	58538914	-1
7	58543578	-1
7	58555766	1
7	58573764	-1
7	58580112	-1
7	58582292	-1
7	58582873	-1
7	58590714	1
7	58595619	1
7	58597810	1
7	58610896	-1
7	58646120	1
7	58684397	1
7	58687319	1
7	58708629	-1
7	58719531	1
7	58722654	1
7	58732523	-1
7	58743907	1
7	58748960	1
7	58750897	1
7	58759597	1
7	58766072	-1
7	58774471	1
7	58783308	1
7	58786320	1
7	58794838	1
7	58810355	1
7	58811737	1
7	58814239	1
7	58820710	1
7	58832931	1
7	58891840	1
7	58898001	1
7	58905324	1
7	58920390	1
7	58925990	1
7	58933607	-1
7	58938544	-1
7	58946723	1
7	58952091	1
7	58954069	-1
7	58966677	1
7	58972155	1
7	58973665	1
7	58977344	-1
7	58988168	1
7	58991577	1
7	59008039	-1
7	59010156	1
7	59014214	-1
7	59039338	1
7	59048561	-1
7	59061597	-1
7	59076478	1
7	59079845	-1
7	59081442	-1
7	59089225	1
7	59098241	1
7	59104357	1
7	59108697	-1
7	59136198	-1
7	59141716	1
7	59146271	1
7	59146582	1
7	59154224	1
7	59164411	1
7	59171047	-1
7	59171973	-1
7	59178029	1
7	59183150	1
7	59189842	-1
7	59199588	-1
7	59212762	1
7	59212758	1
7	59226639	-1
7	59236360	-1
7	59259890	-1
7	59276916	-1
7	59291132	-1
7	59294656	1
7	59330195	-1
7	59357826	-1
7	59376046	-1
7	59387570	1
7	59399367	-1
7	59419861	-1
7	59431251	-1
7	59436149	-1
7	59442401	1
7	59442286	1
7	59451204	1
7	59452291	-1
7	59458566	-1
7	59462424	1
7	59465453	-1
7	59467680	-1
7	59474461	1
7	59476886	-1
7	59480424	-1
7	59483993	-1
7	59491948	-1
7	59502742	1
7	59511337	1
7	59518592	-1
7	59521174	-1
7	59530749	-1
7	59537180	-1
7	59541141	1
7	59565157	1
7	59570716	-1
7	59577471	-1
7	59590154	1
7	59608113	-1
7	59614356	1
7	59625185	-1
7	59636947	-1
7	59642262	1
7	59646180	-1
7	59649941	1
7	59653427	-1
7	59654572	-1
7	59656151	-1
7	59658352	-1
7	59662187	-1
7	59664925	1
7	59665389	1
7	59666544	1
7	59671763	1
7	59674941	-1
7	59679024	-1
7	59680929	-1
7	59694487	1
7	59699895	-1
7	59703205	1
7	59705348	1
7	59708296	-1
7	59716752	-1
7	59724423	-1
7	59726463	-1
7	59743463	1
7	59746707	1
7	59749532	-1
7	59754782	1
7	59758413	-1
7	59776509	1
7	59783151	1
7	59787897	-1
7	59794092	-1
7	59804789	-1
7	59809038	-1
7	59818131	-1
7	59840582	1
7	59848159	-1
7	59854530	-1
7	59856343	1
7	59864926	1
7	59876210	-1
7	59881104	1
7	59888184	-1
7	59894188	-1
7	59900353	-1
7	59904524	-1
7	59913764	-1
7	59915105	-1
7	59916505	-1
7	59918887	-1
7	59922895	-1
7	59933957	1
7	59939286	1
7	59945529	1
7	59949167	1
7	59963554	1
7	59985915	1
7	60020169	1
7	60024102	-1
7	60027042	-1
7	60035160	1
7	60043046	-1
7	60096567	-1
7	60104511	-1
7	60113695	-1
7	60119726	-1
7	60130815	-1
7	60141606	1
7	60154140	1
7	60154140	1
7	60162714	1
7	60167740	1
7	60172204	1
7	60172204	1
7	60178352	-1
7	60184936	1
7	60193911	-1
7	60212195	1
7	60244674	-1
7	60253864	1
7	60256535	-1
7	60265259	1
7	60271177	1
7	60277530	1
7	60280418	-1
7	60288496	-1
7	60307328	-1
7	60322714	-1
7	60359401	-1
7	60367897	1
7	60376213	1
7	60379729	1
7	60382065	1
7	60389355	1
7	60417715	1
7	60426010	1
7	60443125	1
7	60462215	1
7	60467169	1
7	60469317	-1
7	60480426	-1
7	60492186	-1
7	60531048	1
7	60533088	-1
7	60539819	-1
7	60539819	-1
7	60543233	1
7	60551961	-1
7	60554196	1
7	60560568	1
7	60583552	1
7	60585188	1
7	60593542	1
7	60604613	-1
7	60610852	-1
7	60616162	-1
7	60629110	-1
7	60634394	-1
7	60640191	-1
7	60647763	1
7	60650371	-1
7	60661692	-1
7	60668139	-1
7	60687520	-1
7	60695634	1
7	60700247	-1
7	60706006	1
7	60717623	1
7	60720314	1
7	60728185	1
7	60732326	-1
7	60743397	1
7	60751146	1
7	60759927	-1
7	60765074	-1
7	60767756	1
7	60775384	-1
7	60819335	1
7	60826812	-1
7	60838444	-1
7	60845859	1
7	60850335	1
7	60856208	1
7	60859037	1
7	60865891	1
7	60877196	-1
7	60878501	1
7	60883373	-1
7	60898352	-1
7	60915845	-1
7	60924644	-1
7	60932744	-1
7	60935753	-1
7	60940442	1
7	60942633	-1
7	60946740	-1
7	60950728	-1
7	60959427	-1
7	60965700	1
7	60973039	-1
7	60981239	-1
7	60984938	1
7	60995680	1
7	61006434	1
7	61012785	1
7	61016355	1
7	61033067	1
7	61052794	-1
7	61074839	-1
7	61088100	1
7	61092276	-1
7	61095177	-1
7	61105006	-1
7	61110647	1
7	61125463	1
7	61139148	1
7	61172812	-1
7	61189162	-1
7	61193248	1
7	61196125	1
7	61205894	1
7	61230069	1
7	61235564	-1
7	61243343	1
7	61248070	-1
7	61255214	-1
7	61262555	-1
7	61262555	-1
7	61267241	1
7	61271199	1
7	61271666	1
7	61272472	-1
7	61291340	-1
7	61304631	1
7	61309583	1
7	61317244	1
7	61322581	-1
7	61325301	-1
7	61333472	-1
7	61341180	-1
7	61346440	1
7	61349563	-1
7	61393105	-1
7	61402853	-1
7	61417088	1
7	61418780	1
7	61420520	-1
7	61456382	-1
7	61460547	1
7	61465618	1
7	61475001	-1
7	61481521	-1
7	61486878	1
7	61488389	-1
7	61494736	-1
7	61500497	1
7	61504251	-1
7	61510210	-1
7	61535896	1
7	61541012	-1
7	61544326	1
7	61546002	-1
7	61560708	1
7	61568960	-1
7	61575148	-1
7	61580506	1
7	61586571	1
7	61595326	1
7	61598101	1
7	61601230	-1
7	61605466	1
7	61613983	1
7	61620397	1
7	61630522	-1
7	61636950	-1
7	61641370	-1
7	61650274	1
7	61652241	1
7	61665164	1
7	61671279	1
7	61676516	1
7	61684542	1
7	61690355	-1
7	61690340	-1
7	61696628	1
7	61705744	-1
7	61706439	-1
7	61706596	-1
7	61708811	-1
7	61721872	1
7	61735555	-1
7	61747472	-1
7	61756864	-1
7	61775589	1
7	61780811	-1
7	61796760	1
7	61807138	1
7	61813658	1
7	61817216	1
7	61821005	1
7	61833990	1
7	61837364	1
7	61846393	1
7	61850599	1
7	61865600	1
7	61866626	1
7	61871886	1
7	61874383	1
7	61878218	1
7	61883880	1
7	61901915	-1
7	61926781	1
7	61935476	-1
7	61940626	-1
7	61944548	1
7	61947637	-1
7	61961292	-1
7	61974261	-1
7	61987674	-1
7	61999209	-1
7	62002485	1
7	62004637	-1
7	62009781	-1
7	62009781	-1
7	62013693	-1
7	62028169	1
7	62031957	-1
7	62035237	-1
7	62036593	-1
7	62063552	1
7	62065647	1
7	62077056	-1
7	62080643	-1
7	62094632	1
7	62109006	1
7	62116532	-1
7	62123740	-1
7	62126522	-1
7	62141560	-1
7	62156670	-1
7	62167822	1
7	62175546	-1
7	62178678	-1
7	62190326	1
7	62194381	1
7	62199591	1
7	62202481	-1
7	62204403	-1
7	62211477	-1
7	62216208	-1
7	62218509	-1
7	62235782	1
7	62246567	1
7	62257112	-1
7	62267565	-1
7	62278599	-1
7	62288622	-1
7	62293371	-1
7	62301582	-1
7	62304319	-1
7	62314540	1
7	62316481	-1
7	62322369	-1
7	62338642	1
7	62345812	-1
7	62349777	-1
7	62352925	1
7	62364054	1
7	62374238	1
7	62380545	1
7	62393485	1
7	62395800	-1
7	62397970	-1
7	62401576	-1
7	62407198	1
7	62414039	1
7	62417921	1
7	62421931	1
7	62423374	-1
7	62431594	-1
7	62438394	1
7	62442268	-1
7	62446083	-1
7	62454493	-1
7	62468266	-1
7	62482381	1
7	62487827	-1
7	62495955	-1
7	62496913	-1
7	62504739	-1
7	62508962	-1
7	62520210	-1
7	62523736	-1
7	62534178	1
7	62534005	1
7	62538141	-1
7	62545389	-1
7	62548360	-1
7	62553135	1
7	62557712	1
7	62560131	1
7	62566890	1
7	62574135	-1
7	62576112	-1
7	62578533	-1
7	62581605	-1
7	62583861	-1
7	62592841	1
7	62599382	1
7	62603957	1
7	62613674	1
7	62625014	-1
7	62632725	1
7	62638223	1
7	62649488	-1
7	62657095	1
7	62659035	-1
7	62666892	-1
7	62676448	1
7	62690521	1
7	62698160	-1
7	62706881	-1
7	62750148	1
7	62763158	1
7	62765006	1
7	62769937	1
7	62771658	-1
7	62780179	1
7	62794340	1
7	62805022	-1
7	62815328	-1
7	62820322	-1
7	62829817	1
7	62836030	-1
7	62841668	-1
7	62850092	1
7	62853867	1
7	62860993	1
7	62866481	-1
7	62869987	-1
7	62874635	1
7	62882080	1
7	62890596	-1
7	62897948	1
7	62911612	-1
7	62918544	-1
7	62929753	1
7	62931428	-1
7	62937737	1
7	62938780	1
7	62943897	1
7	62944465	-1
7	62963130	-1
7	62993062	-1
7	62997324	-1
7	63002738	1
7	63007131	-1
7	63019028	-1
7	63027930	1
7	63029524	-1
7	63059608	1
7	63062573	-1
7	63073408	-1
7	63088404	-1
7	63104949	1
7	63106213	-1
7	63114620	1
7	63122075	1
7	63126273	-1
7	63141722	1
7	63148425	1
7	63171206	-1
7	63176026	-1
7	63181147	1
7	63182800	-1
7	63189613	1
7	63197794	1
7	63216065	1
7	63222164	1
7	63223284	1
7	63231727	-1
7	63249534	-1
7	63253721	1
7	63260470	1
7	63261436	1
7	63264412	-1
7	63269703	-1
7	63276573	1
7	63281209	-1
7	63283972	-1
7	63296689	1
7	63313363	1
7	63318513	-1
7	63322021	1
7	63326688	-1
7	63351599	1
7	63359388	-1
7	63362530	1
7	63367183	1
7	63371037	-1
7	63377217	-1
7	63379833	-1
7	63395544	1
7	63403512	1
7	63406053	-1
7	63409704	1
7	63414597	-1
7	63421410	-1
7	63430955	-1
7	63474183	1
7	63482306	1
7	63484231	1
7	63487248	-1
7	63494664	1
7	63504660	-1
7	63514996	1
7	63518687	1
7	63521203	-1
7	63533801	-1
7	63554771	1
7	63560268	-1
7	63562263	1
7	63565041	-1
7	63586530	-1
7	63597710	-1
7	63612316	-1
7	63614272	-1
7	63633561	-1
7	63642944	1
7	63662494	1
7	63663722	-1
7	63670509	-1
7	63675108	-1
7	63684880	1
7	63690295	-1
7	63692536	-1
7	63732158	-1
7	63744472	1
7	63747232	-1
7	63756301	1
7	63761973	-1
7	63776848	-1
7	63791700	-1
7	63794944	-1
7	63798141	-1
7	63857784	-1
7	63861937	-1
7	63863950	1
7	63870084	1
7	63874316	-1
7	63876465	-1
7	63881451	1
7	63891729	-1
7	63891943	-1
7	63895292	-1
7	63912350	1
7	63914217	-1
7	63915557	-1
7	63918250	-1
7	63942775	1
7	63977776	1
7	63980575	1
7	63986603	1
7	63991281	1
7	63997389	-1
7	64004837	1
7	64035639	1
7	64038846	-1
7	64049972	-1
7	64062264	1
7	64067204	1
7	64072258	-1
7	64087673	-1
7	64097490	-1
7	64101538	-1
7	64101528	-1
7	64114248	1
7	64120866	-1
7	64125370	-1
7	64134056	1
7	64137373	1
7	64155749	1
7	64162021	-1
7	64169120	1
7	64180492	1
7	64182859	-1
7	64185512	-1
7	64202924	-1
7	64212020	1
7	64216433	-1
7	64223761	-1
7	64241342	1
7	64249553	1
7	64260337	1
7	64283578	-1
7	64302614	-1
7	64305706	-1
GL003394.1	5457	1
GL003409.1	3783	-1
GL003419.1	35	1
GL003429.1	1654	1
GL003434.1	2774	1
GL003469.1	64	1
GL003470.1	1731	-1
GL003470.1	609	1
GL003483.1	2273	1
GL003489.1	5277	-1
8	10323	-1
8	15736	-1
8	16535	-1
8	18323	-1
8	23381	1
8	38190	-1
8	41858	1
8	48933	1
8	50656	-1
8	61566	1
8	94559	1
8	118579	1
8	118579	1
8	126918	-1
8	131261	-1
8	142093	1
8	145292	1
8	152840	1
8	161507	-1
8	165716	-1
8	186966	-1
8	194419	-1
8	200326	-1
8	219484	1
8	226436	1
8	228278	1
8	239584	1
8	245257	-1
8	249216	-1
8	315216	-1
8	328451	1
8	340167	-1
8	352669	-1
8	374960	1
8	383059	1
8	388193	1
8	420479	1
8	434781	-1
8	434781	-1
8	438707	-1
8	443187	-1
8	454432	-1
8	455899	-1
8	459711	-1
8	465348	-1
8	470119	-1
8	482761	-1
8	487182	-1
8	505584	-1
8	511784	1
8	517884	1
8	524946	1
8	532027	1
8	536381	1
8	541536	1
8	551548	1
8	555929	1
8	563299	1
8	568504	-1
8	571566	1
8	572606	1
8	576690	1
8	580647	1
8	584272	-1
8	587311	1
8	611606	-1
8	617066	1
8	629135	1
8	634595	1
8	636814	-1
8	642429	1
8	643283	1
8	646591	-1
8	653079	1
8	658477	-1
8	679857	1
8	696188	1
8	713474	1
8	718584	1
8	724186	1
8	728714	1
8	731307	1
8	736969	1
8	741633	-1
8	751002	1
8	765484	1
8	825877	1
8	828502	-1
8	833286	-1
8	861455	-1
8	865416	-1
8	869670	-1
8	873750	1
8	880418	1
8	884268	1
8	888847	-1
8	893818	1
8	922234	1
8	930815	1
8	933841	-1
8	948038	1
8	958093	1
8	962769	1
8	972494	1
8	977028	-1
8	982309	1
8	986149	-1
8	1006463	-1
8	1012384	-1
8	1025889	1
8	1032359	-1
8	1038103	-1
8	1042825	1
8	1046294	1
8	1072000	-1
8	1079186	1
8	1082819	-1
8	1086603	-1
8	1092945	1
8	1097006	-1
8	1123936	1
8	1125836	-1
8	1143964	1
8	1156139	-1
8	1160376	-1
8	1161422	-1
8	1166972	-1
8	1171622	-1
8	1172571	-1
8	1180935	-1
8	1192587	1
8	1197686	1
8	1213938	1
8	1219872	-1
8	1227623	-1
8	1231390	-1
8	1243570	-1
8	1254991	1
8	1260586	1
8	1265264	-1
8	1272382	-1
8	1291933	-1
8	1296970	1
8	1299179	1
8	1307395	1
8	1309297	-1
8	1314812	1
8	1327733	-1
8	1335967	-1
8	1338654	1
8	1344647	-1
8	1355982	1
8	1360335	1
8	1360335	1
8	1360335	1
8	1377818	1
8	1383683	1
8	1388492	-1
8	1407459	1
8	1416209	1
8	1421903	1
8	1425148	1
8	1426148	-1
8	1439461	1
8	1460968	1
8	1464291	1
8	1464291	1
8	1468934	-1
8	1471319	1
8	1488774	1
8	1490995	-1
8	1493767	-1
8	1509767	1
8	1520154	1
8	1525584	1
8	1534239	1
8	1540474	-1
8	1546273	-1
8	1553353	1
8	1569808	1
8	1582838	1
8	1587750	-1
8	1595098	1
8	1602126	-1
8	1606743	-1
8	1610313	-1
8	1639719	1
8	1658537	-1
8	1674373	-1
8	1680530	-1
8	1682027	-1
8	1683282	-1
8	1685007	-1
8	1698049	-1
8	1701553	-1
8	1704047	-1
8	1717743	1
8	1722476	1
8	1727012	1
8	1731137	-1
8	1734189	-1
8	1743420	-1
8	1751290	1
8	1755888	-1
8	1760241	1
8	1800642	1
8	1812730	-1
8	1828446	1
8	1858811	-1
8	1868375	-1
8	1870548	-1
8	1871894	-1
8	1877327	1
8	1877327	1
8	1883940	1
8	1887307	1
8	1891454	-1
8	1894903	-1
8	1899621	1
8	1904143	1
8	1906849	1
8	1916452	1
8	1924547	1
8	1934231	-1
8	1944726	-1
8	1961066	-1
8	1975466	-1
8	1982833	-1
8	1986724	-1
8	2010176	1
8	2018925	-1
8	2023942	1
8	2032779	1
8	2038015	-1
8	2045020	1
8	2048920	1
8	2051390	1
8	2054710	1
8	2056319	-1
8	2064543	1
8	2082543	1
8	2084999	-1
8	2092097	-1
8	2102129	1
8	2116637	-1
8	2133605	1
8	2141536	-1
8	2151133	-1
8	2176385	1
8	2178631	-1
8	2204411	1
8	2226673	1
8	2234692	-1
8	2238479	1
8	2247331	1
8	2255520	1
8	2263711	1
8	2267375	-1
8	2278873	-1
8	2281891	-1
8	2284978	1
8	2288563	1
8	2325578	-1
8	2327759	-1
8	2341037	-1
8	2351803	1
8	2360396	-1
8	2372688	-1
8	2385416	1
8	2410248	1
8	2416567	1
8	2417569	1
8	2429095	1
8	2434714	1
8	2435985	1
8	2447243	1
8	2451107	-1
8	2466263	-1
8	2482964	1
8	2487742	-1
8	2488812	-1
8	2489434	-1
8	2496263	1
8	2497673	1
8	2500301	-1
8	2501986	-1
8	2506447	1
8	2509926	-1
8	2528718	1
8	2532297	1
8	2534397	-1
8	2537088	-1
8	2541792	-1
8	2545597	-1
8	2557053	-1
8	2558461	1
8	2562026	-1
8	2568011	1
8	2571669	1
8	2586470	1
8	2599109	1
8	2603260	-1
8	2619018	1
8	2632095	1
8	2649149	1
8	2657310	1
8	2666067	1
8	2673615	1
8	2682265	1
8	2695855	1
8	2701150	1
8	2717251	-1
8	2727052	1
8	2729517	-1
8	2742162	-1
8	2753364	1
8	2763081	1
8	2773019	1
8	2779571	-1
8	2789450	-1
8	2795775	-1
