Transcript start (bp)	Chromosome/scaffold name	Transcript end (bp)	Strand	Gene start (bp)	Gene end (bp)
786659	10	790011	-1	786659	790011
792089	10	794657	-1	792089	794657
820506	10	821834	-1	820506	821834
829684	10	830118	1	829684	830118
832969	10	836214	-1	832969	836214
836413	10	836709	-1	836413	836709
928542	10	931682	-1	928542	931682
932414	10	933846	-1	932414	933846
938602	10	938976	1	938602	938976
952477	10	956510	-1	952477	956510
966605	10	966929	-1	966605	966929
970954	10	976122	-1	970954	976122
990662	10	991192	-1	990662	991192
998223	10	999912	1	998223	999912
1016637	10	1016846	1	1016637	1016846
1017099	10	1018384	1	1017099	1018384
1020132	10	1021877	1	1020132	1021877
1023672	10	1024061	1	1023672	1024061
1024074	10	1024874	1	1024074	1024874
1031270	10	1031938	-1	1031270	1031938
1034125	10	1034468	-1	1034125	1034468
1036540	10	1040054	1	1036540	1040054
1040690	10	1041824	1	1040690	1041824
1041853	10	1044662	-1	1041853	1044662
1047131	10	1048633	1	1047131	1048633
1049988	10	1051732	1	1049988	1051732
1054195	10	1056257	-1	1054195	1056257
1065742	10	1066166	-1	1065742	1066166
1066970	10	1068939	-1	1066970	1068939
1070489	10	1073197	-1	1070489	1073197
1075802	10	1079179	1	1075802	1079179
1079864	10	1080684	-1	1079864	1080684
1084033	10	1090348	1	1084033	1090348
1090576	10	1093601	-1	1090576	1093601
1097974	10	1101216	-1	1097974	1101216
1110416	10	1110700	-1	1110416	1110700
1116882	10	1119949	-1	1116882	1119949
1125028	10	1128078	-1	1125028	1128078
1128735	10	1130824	-1	1128735	1130824
1135255	10	1142801	1	1135255	1142801
1143655	10	1146292	1	1143655	1146292
1148234	10	1149455	-1	1148234	1149455
1149935	10	1156579	-1	1149935	1156579
1157358	10	1159691	-1	1157358	1159691
1160967	10	1161988	-1	1160967	1161988
1182538	10	1184402	-1	1182538	1184402
1188717	10	1190240	-1	1188717	1190240
1192162	10	1192821	-1	1192162	1192821
1202328	10	1204852	-1	1202328	1204852
1210953	10	1211594	1	1210953	1211594
1214417	10	1214827	-1	1214417	1214827
1215298	10	1216149	-1	1215298	1216149
1219103	10	1219873	1	1219103	1219873
1221423	10	1226022	1	1221423	1226022
1226792	10	1227345	1	1226792	1227345
1229194	10	1230834	1	1229194	1230834
1231372	10	1235262	-1	1231372	1235262
1242853	10	1244582	1	1242853	1244582
1247954	10	1250677	1	1247899	1250677
1247899	10	1250677	1	1247899	1250677
1251142	10	1258177	-1	1251142	1258177
1251142	10	1258177	-1	1251142	1258177
1261692	10	1263244	1	1261692	1263244
1266165	10	1268756	-1	1266165	1268756
1270313	10	1271573	-1	1270313	1271573
1280253	10	1282189	1	1280253	1282189
1293744	10	1296659	1	1293744	1296659
1301379	10	1302389	1	1301379	1302389
1307612	10	1314321	-1	1307612	1314321
1348279	10	1350776	-1	1348279	1350776
1362903	10	1363919	1	1362903	1363919
1372572	10	1376899	1	1372572	1376899
1377552	10	1381694	1	1377552	1381694
1387792	10	1392655	-1	1387792	1392655
1399906	10	1401780	1	1399906	1401780
1402831	10	1408409	-1	1402831	1408409
1416813	10	1418502	-1	1416813	1418502
1427990	10	1428190	1	1427990	1428190
1428528	10	1429118	1	1428528	1429118
1447990	10	1455471	1	1447990	1455471
1457179	10	1460270	1	1457179	1460270
1480024	10	1484103	1	1480024	1484103
1480024	10	1483848	1	1480024	1484103
1488543	10	1489236	1	1488543	1489236
1490342	10	1491091	-1	1490342	1491091
1495158	10	1497837	1	1495158	1497837
1498683	10	1499837	1	1498683	1499837
1508363	10	1509951	1	1508363	1509951
1512055	10	1514439	-1	1512055	1514439
1515437	10	1518729	-1	1515437	1518729
1518834	10	1522266	1	1518834	1522266
1533370	10	1537903	1	1533370	1537903
1533370	10	1537903	1	1533370	1537903
1539354	10	1541580	1	1539354	1541580
1545046	10	1547365	-1	1545046	1547365
1549182	10	1550393	1	1549182	1550393
1550794	10	1553098	-1	1550794	1553098
1553170	10	1554179	-1	1553170	1554179
1566949	10	1570539	-1	1566949	1570539
1574327	10	1576686	1	1574327	1576686
1578520	10	1581218	1	1578520	1581218
1589361	10	1590230	-1	1589361	1590230
1593454	10	1594886	-1	1593454	1594886
1597409	10	1599637	1	1597409	1599637
1601838	10	1602740	1	1601838	1602740
1603469	10	1608931	1	1603469	1608931
1610737	10	1616923	1	1610684	1616923
1610684	10	1616671	1	1610684	1616923
1610737	10	1616923	1	1610684	1616923
1610737	10	1616923	1	1610684	1616923
1632922	10	1639395	1	1632922	1639395
1645786	10	1647799	-1	1645786	1647799
1660805	10	1663743	1	1660805	1663743
1665745	10	1666305	1	1665745	1666305
1667413	10	1669951	-1	1667413	1669951
1670932	10	1672093	1	1670932	1672093
1672740	10	1677847	-1	1672740	1677847
1680418	10	1681536	-1	1680418	1681536
1684836	10	1685748	-1	1684836	1685748
1689541	10	1694223	1	1689541	1694223
1697139	10	1699969	-1	1697139	1699969
1711173	10	1713667	-1	1711173	1713667
1738034	10	1739843	1	1738034	1739843
1761828	10	1765383	1	1761828	1765383
1769123	10	1770560	1	1769123	1770560
1781584	10	1782024	1	1781584	1782024
1787096	10	1788878	1	1787096	1788878
1806694	10	1810267	1	1806694	1810267
1819944	10	1821945	-1	1819944	1821945
1827074	10	1831279	1	1827074	1831279
1834565	10	1835549	-1	1834565	1835549
1839485	10	1840153	1	1839485	1840153
1844364	10	1844681	1	1844364	1844681
1850549	10	1851143	1	1850549	1851143
1852207	10	1853499	-1	1852207	1853499
1856056	10	1857281	1	1856056	1857281
1869290	10	1871794	-1	1869290	1871794
1869290	10	1871794	-1	1869290	1871794
1883334	10	1885793	1	1883334	1885793
1923199	10	1926624	-1	1923199	1926624
1938480	10	1940680	-1	1938480	1940680
1942572	10	1946659	1	1942572	1946659
1947290	10	1949502	-1	1947290	1949502
1950327	10	1955286	-1	1950327	1955286
1956003	10	1958393	-1	1956003	1958393
1964016	10	1964465	1	1964016	1964465
1966624	10	1967712	1	1966624	1967712
1972627	10	1977053	-1	1972627	1977053
1980095	10	1981702	-1	1980095	1981702
1986832	10	1990238	1	1986832	1990238
1994362	10	1997869	-1	1994362	1997869
2005958	10	2007767	1	2005958	2007767
2009969	10	2011696	-1	2009969	2011696
2011963	10	2012658	1	2011963	2012658
2014759	10	2015595	-1	2014759	2015595
2025106	10	2027092	-1	2025106	2027092
2035802	10	2036290	-1	2035802	2036290
2037941	10	2041625	-1	2037941	2041625
2047872	10	2048315	1	2047872	2048315
2052233	10	2055803	1	2052233	2055803
2060001	10	2060207	-1	2060001	2060207
2060947	10	2061473	-1	2060947	2061473
2065160	10	2070879	1	2065160	2070879
2065364	10	2078278	-1	2065364	2078278
2089462	10	2096142	-1	2089462	2096142
2096972	10	2099979	-1	2096972	2099979
2100524	10	2104953	-1	2100524	2104953
2107007	10	2108028	1	2107007	2108028
2117570	10	2120661	1	2117570	2120661
2124445	10	2137117	-1	2124445	2137117
2147936	10	2150684	1	2147936	2150684
2147936	10	2150684	1	2147936	2150684
2152104	10	2152475	-1	2152104	2152475
2167629	10	2169280	-1	2167629	2169280
2200519	10	2203013	-1	2200519	2203013
2205898	10	2215738	-1	2205898	2215738
2222112	10	2224784	1	2222112	2224784
2222112	10	2224784	1	2222112	2224784
2234904	10	2235242	1	2234904	2235242
2239608	10	2244736	-1	2239608	2244736
2247068	10	2248332	1	2247068	2248332
2254951	10	2256350	1	2254951	2256350
2257967	10	2258195	-1	2257967	2258195
2264432	10	2266012	-1	2264432	2266012
2271787	10	2276041	1	2271787	2276041
2279003	10	2280919	-1	2279003	2280919
2286430	10	2287031	1	2286430	2287031
2287283	10	2288998	1	2287283	2288998
2287283	10	2288998	1	2287283	2288998
2290782	10	2293048	1	2290782	2293048
2290782	10	2293048	1	2290782	2293048
2296552	10	2298423	-1	2296552	2298423
2299632	10	2304718	1	2299564	2304718
2299564	10	2304441	1	2299564	2304718
2305111	10	2306070	1	2305111	2306070
2307410	10	2309302	-1	2307410	2309302
2311242	10	2312746	-1	2311242	2312746
2315399	10	2317967	1	2315399	2317967
2321236	10	2321925	-1	2321236	2321925
2322434	10	2324749	1	2322434	2324749
2325483	10	2329219	-1	2325483	2329219
2352136	10	2353131	-1	2352136	2353131
2369427	10	2373119	1	2369427	2373119
2381921	10	2385551	-1	2381921	2385551
2387030	10	2387569	1	2387030	2387569
2389312	10	2390176	1	2389312	2390176
2390636	10	2393506	-1	2390636	2393506
2406969	10	2407941	1	2406969	2407941
2427272	10	2428929	1	2427272	2428929
2430140	10	2436158	-1	2430140	2436158
2447339	10	2448999	-1	2447339	2448999
2450039	10	2453183	-1	2450039	2453183
2455691	10	2458123	-1	2455691	2458123
2468431	10	2470546	-1	2468431	2470546
2475704	10	2477373	1	2475704	2477373
2481188	10	2482224	-1	2481188	2482224
2485977	10	2487088	-1	2485977	2487088
2487866	10	2491208	-1	2487866	2491208
2487866	10	2491208	-1	2487866	2491208
2497021	10	2498092	-1	2497021	2498092
2519157	10	2519885	-1	2519157	2519885
2522772	10	2523821	-1	2522772	2523821
2528680	10	2529611	-1	2528680	2529611
2536338	10	2537202	1	2536338	2537202
2538710	10	2539299	1	2538710	2539299
2543672	10	2545732	1	2543672	2545732
2548490	10	2548789	1	2548490	2548789
2551919	10	2557296	1	2551919	2557296
2558790	10	2560163	-1	2558790	2560163
2560947	10	2563684	-1	2560947	2563684
2566231	10	2569350	1	2566231	2569350
2570176	10	2570547	1	2570176	2570547
2571041	10	2573853	1	2571041	2573853
2574825	10	2579870	-1	2574825	2579870
2581400	10	2583223	1	2581400	2583223
2586000	10	2589061	-1	2586000	2589061
2586250	10	2587398	-1	2586000	2589061
2599505	10	2604401	1	2599505	2604401
2608116	10	2611601	1	2608116	2611601
2625402	10	2628112	1	2625402	2628112
2628778	10	2632322	1	2628778	2632322
2648036	10	2650598	1	2648036	2650598
2652649	10	2656184	1	2652649	2656184
2667382	10	2670567	-1	2667382	2670567
2678625	10	2684105	-1	2678625	2684105
2731521	10	2740211	-1	2731521	2740211
2741956	10	2747801	-1	2741956	2747801
2752148	10	2753940	1	2752148	2753940
2757984	10	2759638	-1	2757984	2759638
2760272	10	2761129	-1	2760272	2761129
2762357	10	2763769	1	2762357	2763769
2770400	10	2771213	-1	2770400	2771213
2772649	10	2773630	1	2772649	2773630
2773882	10	2775419	1	2773882	2775419
2776984	10	2778544	-1	2776984	2778544
2797959	10	2800305	-1	2797959	2800305
2813514	10	2816644	1	2813514	2816644
2831485	10	2832587	1	2831485	2832587
2832676	10	2836292	-1	2832676	2836292
2836836	10	2844407	-1	2836836	2844407
2847974	10	2853773	-1	2847974	2853773
2856812	10	2857159	-1	2856812	2857159
2865178	10	2865707	-1	2865178	2865707
2868030	10	2868594	-1	2868030	2868594
2872816	10	2873181	-1	2872816	2873181
2882193	10	2882926	-1	2882193	2882926
2894718	10	2895284	1	2894718	2895284
2902322	10	2902689	-1	2902322	2902689
2911078	10	2911437	-1	2911078	2911437
2924870	10	2925226	-1	2924870	2925226
2928011	10	2928220	1	2928011	2928220
2936233	10	2937119	-1	2936233	2937119
2945018	10	2949236	1	2945018	2949236
2950987	10	2954744	-1	2950987	2954744
2950987	10	2954744	-1	2950987	2954744
2955708	10	2959302	-1	2955708	2959302
2957189	10	2959270	-1	2955708	2959302
2955744	10	2959270	-1	2955708	2959302
2961157	10	2961927	1	2961157	2961927
2965844	10	2967953	1	2965844	2967953
2970762	10	2971526	1	2970762	2971526
2973875	10	2975232	-1	2973875	2975232
2977453	10	2978622	1	2977453	2978622
2982654	10	2986931	-1	2982654	2986931
2992067	10	2993027	1	2992067	2993027
2993796	10	2996638	-1	2993796	2996638
3012678	10	3014054	-1	3012678	3014054
3015149	10	3016284	1	3015149	3016284
3018350	10	3020278	1	3018350	3020278
3022109	10	3023213	1	3022109	3023213
3030995	10	3032825	1	3030995	3032825
3035127	10	3039261	-1	3035127	3039261
3040836	10	3042460	-1	3040836	3042460
3044206	10	3048434	1	3044206	3048434
3049654	10	3052376	-1	3049654	3052376
3054102	10	3055643	1	3054102	3055643
3056360	10	3068642	1	3056360	3068642
3072106	10	3074937	-1	3072106	3074937
3075282	10	3075681	1	3075282	3075681
3075751	10	3076720	1	3075751	3076720
3082767	10	3083671	1	3082767	3083671
3084319	10	3086229	-1	3084319	3086229
3092029	10	3093201	1	3092029	3093201
3095587	10	3096418	-1	3095587	3096418
3096613	10	3099415	-1	3096613	3099415
3096613	10	3099415	-1	3096613	3099415
3117312	10	3118691	1	3117312	3118691
3125060	10	3126284	1	3125060	3126284
3127707	10	3129988	-1	3127707	3129988
3133348	10	3133587	-1	3133348	3133587
3136267	10	3148075	-1	3136267	3148075
3148469	10	3151244	-1	3148469	3151244
3153419	10	3161179	1	3153419	3161179
3162393	10	3163730	1	3162393	3163730
3164062	10	3167468	-1	3164062	3167468
3170765	10	3174992	-1	3170765	3174992
3176494	10	3179591	1	3176494	3179591
3185163	10	3187328	1	3185163	3187328
3189527	10	3194818	1	3189527	3194818
3189527	10	3194257	1	3189527	3194818
3195789	10	3201137	1	3195789	3201137
3202024	10	3203677	1	3202024	3203677
3204603	10	3205742	-1	3204603	3205742
3206410	10	3208637	-1	3206410	3208637
3208837	10	3210933	1	3208837	3210933
3212589	10	3214885	-1	3212589	3214885
3215642	10	3217674	-1	3215642	3217674
3240412	10	3240966	1	3240412	3240966
3254666	10	3259679	1	3254666	3259679
3261509	10	3264731	-1	3261509	3264731
3267925	10	3270632	-1	3267925	3270632
3272162	10	3276263	-1	3272162	3276263
3276567	10	3279313	1	3276567	3279313
3295965	10	3303283	1	3295965	3303283
3303588	10	3309075	-1	3303588	3309075
3316459	10	3317297	1	3316459	3317297
3317380	10	3317787	1	3317380	3317787
3337355	10	3341410	1	3337355	3341410
3344774	10	3345310	-1	3344774	3345310
3356470	10	3360315	1	3356470	3360315
3356809	10	3360315	1	3356470	3360315
3360316	10	3362127	-1	3360316	3362127
3363446	10	3367566	1	3363446	3367566
3381722	10	3382344	-1	3381722	3382344
3384868	10	3387623	1	3384868	3387623
3397993	10	3401896	1	3397993	3401896
3405023	10	3406188	-1	3405023	3406188
3416727	10	3418546	1	3416727	3418546
3416727	10	3418546	1	3416727	3418546
3419501	10	3420885	1	3419501	3420885
3424861	10	3427161	-1	3424861	3427161
3429128	10	3435091	1	3429128	3435091
3435776	10	3438517	-1	3435776	3438517
3464074	10	3465644	1	3464074	3465644
3493393	10	3494028	1	3493393	3494028
3496412	10	3496902	1	3496412	3496902
3499147	10	3508089	1	3499147	3508089
3513287	10	3515869	1	3513287	3515869
3524224	10	3526411	1	3524224	3526411
3530829	10	3534299	1	3530829	3534299
3539553	10	3545646	1	3539553	3545646
3550979	10	3554683	1	3550979	3554683
3556516	10	3556803	-1	3556516	3556803
3558280	10	3562304	-1	3558280	3562304
3568267	10	3572076	-1	3568267	3572076
3574589	10	3577792	-1	3574589	3577792
3577987	10	3580187	1	3577987	3580187
3583815	10	3586286	-1	3583815	3586286
3588435	10	3590526	-1	3588435	3590526
3593244	10	3594263	1	3593244	3594263
3595404	10	3603444	-1	3595404	3603444
3609869	10	3611507	1	3609869	3611507
3615527	10	3620119	1	3615527	3620119
3621743	10	3622153	-1	3621743	3622153
3628060	10	3628504	1	3628060	3628504
3629764	10	3631384	-1	3629764	3631384
3632412	10	3637658	-1	3632412	3637658
3649332	10	3650336	1	3649332	3650336
3656155	10	3657648	-1	3656155	3657648
3658365	10	3664150	-1	3658365	3664150
3658365	10	3664150	-1	3658365	3664150
3669996	10	3671636	-1	3669996	3671636
3682303	10	3683083	-1	3682303	3683083
3683133	10	3684323	1	3683133	3684323
3688214	10	3690225	-1	3688214	3690225
3692907	10	3695229	1	3692907	3695229
3704027	10	3705796	1	3704027	3705796
3707167	10	3709320	-1	3707167	3709320
3722325	10	3723794	1	3722325	3723794
3728000	10	3729538	-1	3728000	3729538
3738056	10	3739899	-1	3738056	3739899
3760790	10	3762083	1	3760790	3762083
3774639	10	3780565	1	3774639	3780565
3784388	10	3786254	-1	3784388	3786254
3788718	10	3790042	1	3788718	3790042
3792578	10	3793717	1	3792578	3793717
3797360	10	3799626	1	3797360	3799626
3801615	10	3803185	1	3801615	3803185
3804187	10	3805172	1	3804187	3805172
3817025	10	3818197	1	3817025	3818197
3820449	10	3822264	1	3820449	3822264
3823742	10	3825783	1	3823742	3825783
3826610	10	3826939	1	3826610	3826939
3827624	10	3828646	1	3827624	3828646
3829979	10	3834234	-1	3829979	3834234
3835359	10	3844893	-1	3835359	3844893
3846435	10	3850326	-1	3846435	3850326
3853018	10	3858198	-1	3853018	3858198
3878225	10	3883546	-1	3878225	3883546
3887390	10	3887800	1	3887390	3887800
3891353	10	3891472	-1	3891353	3891472
3892082	10	3892387	-1	3892082	3892387
3895788	10	3901361	1	3895788	3901361
3909236	10	3912153	1	3909214	3912153
3909214	10	3912153	1	3909214	3912153
3909236	10	3911196	1	3909214	3912153
3915101	10	3917519	-1	3915101	3917519
3918027	10	3922510	-1	3918027	3922510
3924707	10	3934004	1	3924707	3934004
3934065	10	3937767	-1	3934065	3937767
3939353	10	3939604	-1	3939353	3939604
3940017	10	3948988	-1	3940017	3948988
3953112	10	3956969	1	3953112	3956969
3958811	10	3960434	1	3958811	3960434
3964710	10	3965072	1	3964710	3965072
3965605	10	3970356	-1	3965605	3970356
3980012	10	4000612	1	3980012	4000612
4002291	10	4003068	1	4002291	4003068
4006724	10	4008942	1	4006724	4008942
4012398	10	4012937	-1	4012398	4012937
4016529	10	4017770	-1	4016529	4017770
4018293	10	4019471	1	4018293	4019471
4019958	10	4022321	-1	4019958	4022321
4026364	10	4026981	-1	4026364	4026981
4030607	10	4032515	1	4030607	4032515
4034333	10	4038783	-1	4034333	4038783
4043340	10	4052683	-1	4043340	4052683
4060186	10	4061652	1	4060186	4061652
4066581	10	4067884	1	4066581	4067884
4075575	10	4076719	-1	4075575	4076719
4086839	10	4090018	1	4086839	4090018
4091274	10	4094059	1	4091274	4094059
4094189	10	4094410	-1	4094189	4094410
4099800	10	4099970	-1	4099800	4099970
4106473	10	4106598	1	4106473	4106598
4111247	10	4111630	-1	4111247	4111630
4114483	10	4115185	-1	4114483	4115185
4116032	10	4116511	-1	4116032	4116511
4117580	10	4118746	1	4117580	4118746
4130865	10	4131167	1	4130865	4131167
4139984	10	4140286	-1	4139984	4140286
4141071	10	4141190	1	4141071	4141190
4142108	10	4143840	-1	4142108	4143840
4153818	10	4156802	-1	4153818	4156802
4157206	10	4161154	-1	4157206	4161154
4162218	10	4163849	-1	4162218	4163849
4164633	10	4165624	-1	4164633	4165624
4166523	10	4166807	-1	4166523	4166807
4174193	10	4175175	-1	4174193	4175175
4176996	10	4183633	1	4176996	4183633
4176996	10	4183633	1	4176996	4183633
4188724	10	4190255	-1	4188724	4190255
4198287	10	4200711	1	4195233	4200711
4195233	10	4200711	1	4195233	4200711
4198082	10	4200711	1	4195233	4200711
4202620	10	4214697	1	4202620	4214697
4216711	10	4217908	-1	4216711	4217908
4220506	10	4223929	1	4220506	4223929
4227009	10	4230417	1	4227009	4230417
4232345	10	4233494	-1	4232345	4233494
4239270	10	4244268	-1	4239270	4244268
4249769	10	4250743	-1	4249769	4250743
4252756	10	4256799	-1	4252756	4256799
4257115	10	4257448	-1	4257115	4257448
4259506	10	4264101	-1	4259506	4264101
4266692	10	4271804	-1	4266692	4271804
4272654	10	4277366	1	4272654	4277366
4278836	10	4282566	-1	4278836	4282566
4282860	10	4286546	-1	4282860	4286546
4286684	10	4296750	1	4286684	4296750
4297148	10	4304595	-1	4297148	4304595
4305225	10	4307042	1	4305225	4307042
4313498	10	4314544	1	4313498	4314544
4317897	10	4325488	-1	4317897	4325488
4334741	10	4339725	1	4334741	4339725
4340929	10	4342996	1	4340929	4342996
4377138	10	4378442	-1	4377138	4378442
4407743	10	4408294	-1	4407743	4408294
4409391	10	4410450	1	4409391	4410450
4415014	10	4415599	1	4415014	4415599
4433009	10	4436050	-1	4433009	4436050
4445322	10	4454872	1	4445322	4454872
4457782	10	4458325	-1	4457782	4458325
4461941	10	4463031	1	4461941	4463031
4464985	10	4466688	1	4464985	4466688
4466738	10	4467722	1	4466738	4467722
4469982	10	4471676	-1	4469982	4471676
4492420	10	4492809	1	4492420	4492809
4500307	10	4501719	-1	4500307	4501719
4507203	10	4511702	1	4507203	4511702
4513650	10	4514787	-1	4513650	4514787
4516062	10	4516181	1	4516062	4516181
4516762	10	4518632	1	4516762	4518632
4519452	10	4528615	1	4519452	4528615
4529305	10	4538558	1	4529305	4538558
4540389	10	4543138	-1	4540389	4543138
4546016	10	4546440	1	4546016	4546440
4547298	10	4549384	-1	4547298	4549384
4555488	10	4557210	1	4555488	4557210
4564392	10	4566221	1	4564392	4566221
4564392	10	4566221	1	4564392	4566221
4566764	10	4571273	-1	4566764	4571273
4571803	10	4578162	-1	4571803	4578172
4571803	10	4578172	-1	4571803	4578172
4587849	10	4591394	1	4587849	4591394
4592195	10	4593742	1	4592195	4593742
4595096	10	4596427	-1	4595096	4596427
4598237	10	4598557	-1	4598237	4598557
4598997	10	4616466	1	4598997	4616466
4617634	10	4619870	1	4617634	4619870
4623784	10	4624133	1	4623784	4624133
4625953	10	4630826	1	4625953	4630826
4636524	10	4637895	1	4636524	4637895
4639425	10	4641267	1	4639425	4641267
4643247	10	4643432	1	4643247	4643432
4644485	10	4645039	-1	4644485	4645039
4650395	10	4652058	1	4650395	4652058
4653317	10	4655710	1	4653317	4655710
4664733	10	4666457	-1	4664733	4666457
4670340	10	4671808	-1	4670340	4671808
4673205	10	4673444	-1	4673205	4673444
4697290	10	4702641	1	4697290	4702641
4697290	10	4702641	1	4697290	4702641
4703039	10	4706124	-1	4703039	4706124
4708795	10	4710699	1	4708795	4710699
4712092	10	4713123	-1	4712092	4713123
4714787	10	4715893	1	4714787	4715893
4717565	10	4717843	1	4717565	4717843
4725083	10	4726997	-1	4725083	4726997
4728171	10	4731222	-1	4728171	4731222
4733072	10	4736479	1	4733072	4736479
4737480	10	4740462	-1	4737480	4740462
4747463	10	4748257	1	4747463	4748257
4748934	10	4752492	-1	4748934	4752492
4752998	10	4755587	-1	4752998	4755587
4765029	10	4767078	-1	4765029	4767078
4772297	10	4792787	-1	4772297	4792787
4798617	10	4800490	-1	4798376	4800498
4798617	10	4800490	-1	4798376	4800498
4798376	10	4800498	-1	4798376	4800498
4802629	10	4804598	-1	4802629	4804598
4810369	10	4811923	-1	4810369	4811923
4821013	10	4823120	1	4821013	4823120
4832375	10	4834775	-1	4832375	4834775
4836679	10	4837051	-1	4836679	4837051
4837811	10	4842420	-1	4837811	4842420
4849754	10	4852205	-1	4849754	4852205
4853308	10	4855812	-1	4853308	4855812
4896280	10	4898200	-1	4896280	4898200
4896280	10	4898200	-1	4896280	4898200
4906534	10	4911780	1	4906534	4911780
4913991	10	4915877	1	4913991	4915877
4930193	10	4933395	1	4930193	4933421
4930193	10	4933421	1	4930193	4933421
4933794	10	4936682	1	4933794	4936682
4937467	10	4940298	-1	4937467	4940298
4943118	10	4943775	-1	4943118	4943775
4959442	10	4960091	1	4959442	4960091
4968807	10	4969886	1	4968807	4969886
4977412	10	4978906	-1	4977412	4978906
4981734	10	4991165	-1	4981734	4991165
5006991	10	5007263	1	5006991	5007263
5008426	10	5012592	1	5008426	5012592
5014173	10	5020508	1	5014173	5020508
5038104	10	5042001	1	5038104	5042001
5042434	10	5046832	-1	5042434	5046832
5057707	10	5058843	1	5057707	5058843
5063716	10	5065293	1	5063716	5065293
5073983	10	5077017	-1	5073983	5077017
5077483	10	5091621	-1	5077483	5091621
5093090	10	5093398	-1	5093090	5093398
5100432	10	5102133	-1	5100432	5102133
5104113	10	5107434	-1	5104113	5107434
5111963	10	5112462	-1	5111963	5112462
5115826	10	5117853	-1	5115826	5117853
5124282	10	5131537	-1	5124282	5131537
5149015	10	5152578	1	5149015	5152578
5161390	10	5164687	-1	5161390	5164687
5175641	10	5179849	-1	5175641	5179849
5209746	10	5220343	1	5209746	5220343
5220659	10	5221214	-1	5220659	5221214
5224415	10	5226225	-1	5224415	5226225
5227322	10	5227681	-1	5227322	5227681
5231579	10	5233025	-1	5231579	5233025
5248175	10	5249892	1	5248175	5249892
5253420	10	5255201	-1	5253420	5255201
5263179	10	5265225	-1	5263179	5265225
5279923	10	5281974	1	5279923	5281974
5283088	10	5285661	-1	5283088	5285661
5288513	10	5293305	1	5288513	5293305
5293366	10	5294342	-1	5293366	5294342
5295095	10	5298678	1	5295095	5298678
5300226	10	5303444	-1	5300226	5303444
5306714	10	5310172	-1	5306714	5310172
5314132	10	5323011	-1	5314132	5323011
5314132	10	5323011	-1	5314132	5323011
5332538	10	5340257	1	5332538	5340257
5340737	10	5344155	-1	5340737	5344155
5347113	10	5350240	-1	5347113	5350240
5355874	10	5362553	1	5355874	5362553
5362772	10	5364229	1	5362772	5364229
5365065	10	5366387	-1	5365065	5366387
5374337	10	5375677	1	5374337	5375677
5379135	10	5380662	-1	5379135	5380662
5389692	10	5391179	-1	5389692	5391179
5394011	10	5397197	1	5394011	5397197
5404061	10	5408359	1	5404061	5408359
5414522	10	5422115	-1	5414522	5422115
5414678	10	5418382	-1	5414522	5422115
5423114	10	5426041	-1	5423114	5426041
5428674	10	5430108	-1	5428674	5430108
5438859	10	5441737	-1	5438859	5441737
5452527	10	5458283	-1	5452527	5458283
5461722	10	5466427	1	5461722	5466427
5469079	10	5469901	1	5469079	5469901
5472741	10	5474444	1	5472741	5474444
5475436	10	5477937	-1	5475436	5477937
5484312	10	5488946	1	5484312	5489071
5484312	10	5489071	1	5484312	5489071
5490947	10	5491640	1	5490947	5491640
5494851	10	5496586	-1	5494851	5496586
5515425	10	5517396	-1	5515425	5517396
5526581	10	5528454	-1	5526581	5528454
5531096	10	5532849	-1	5531096	5532849
5534772	10	5537472	-1	5534772	5537472
5541155	10	5542837	1	5541155	5542837
5546763	10	5562731	-1	5546763	5562731
5567966	10	5570061	-1	5567966	5570061
5571923	10	5583107	1	5571923	5583107
5589158	10	5590996	-1	5589158	5590996
5604311	10	5605901	1	5604311	5605901
5613354	10	5614719	1	5613354	5614719
5619953	10	5623408	1	5619935	5623408
5619935	10	5623092	1	5619935	5623408
5624759	10	5628907	-1	5624759	5628907
5630985	10	5633850	1	5630985	5633850
5635168	10	5635883	-1	5635168	5635883
5683332	10	5688885	-1	5683332	5688885
5704420	10	5707430	1	5704420	5707430
5711950	10	5714251	1	5711950	5714251
5730469	10	5733611	1	5730469	5733611
5737327	10	5740568	1	5737327	5740568
5745022	10	5747508	1	5745022	5747508
5749847	10	5750788	-1	5749847	5750788
5759505	10	5765092	-1	5759505	5765092
5772369	10	5779511	-1	5772369	5780519
5772369	10	5778358	-1	5772369	5780519
5772369	10	5780519	-1	5772369	5780519
5786023	10	5795139	-1	5786023	5795139
5832871	10	5835669	1	5832871	5835669
5841610	10	5842110	1	5841610	5842110
5844684	10	5858825	1	5844684	5858825
5863592	10	5865097	1	5863592	5865097
5867759	10	5868472	1	5867759	5868472
5872595	10	5874091	-1	5872595	5874091
5875520	10	5878880	1	5875520	5878880
5875520	10	5878880	1	5875520	5878880
5883934	10	5887673	-1	5883934	5887673
5905423	10	5908136	1	5905423	5908136
5910839	10	5915416	-1	5910839	5915416
5930430	10	5936935	1	5930430	5936935
5941071	10	5945253	1	5941071	5945253
5941071	10	5945253	1	5941071	5945253
5951905	10	5953438	-1	5951905	5953438
5953717	10	5956315	1	5953717	5956315
5957148	10	5959301	1	5957148	5959301
5960904	10	5966798	-1	5960904	5966798
5971178	10	5975837	-1	5971178	5975837
5981316	10	5983585	-1	5981316	5983585
5984716	10	5987140	-1	5984716	5987140
5990511	10	5991754	-1	5990511	5991754
5996455	10	5997393	-1	5996455	5997393
