# redundant lines because of different exons.
#Chromosome/scaffold	TES	Strand
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
8	39608473	1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
7	62218509	-1
2	77075650	1
2	77075650	1
2	77075650	1
1	1328051	1
1	1328051	1
1	1328051	1
1	1328051	1
1	1328051	1
1	12654483	-1
1	12654483	-1
1	46757011	1
1	46757011	1
1	46757011	1
1	46757011	1
1	46757011	1
1	46757011	1
1	46757011	1
8	48999096	1
8	48999096	1
8	48999096	1
8	48999096	1
2	7160147	-1
2	7160147	-1
2	7160147	-1
2	7160147	-1
2	7160147	-1
2	7160147	-1
2	7160147	-1
2	7160147	-1
9	935886	-1
9	935886	-1
1	62406023	-1
1	62406023	-1
1	62406023	-1
1	62406023	-1
1	62406023	-1
1	62406023	-1
3	73743899	1
3	73743899	1
3	73743899	1
3	73743899	1
5	48514801	1
5	48514801	1
5	48514801	1
4	800603	1
4	800603	1
4	800603	1
6	50075820	1
6	50075820	1
6	50075820	1
6	50075820	1
6	50075820	1
6	50075820	1
6	50075820	1
6	50075820	1
9	3205546	1
9	3205546	1
4	2159737	-1
4	2159737	-1
4	2159737	-1
4	2159737	-1
4	2159737	-1
4	2159737	-1
4	2159737	-1
8	52669761	-1
8	52669761	-1
8	52669761	-1
8	52669761	-1
8	52669761	-1
8	52669761	-1
8	52669761	-1
1	18512031	1
1	18512031	1
1	18512031	1
4	58865890	-1
4	58865890	-1
10	4034333	-1
10	4034333	-1
10	4034333	-1
10	4034333	-1
10	4034333	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
2	14842815	-1
9	53910147	-1
9	53910147	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
9	47929295	-1
10	14529294	-1
10	14529294	-1
10	14529294	-1
10	14529294	-1
10	14529294	-1
10	58661128	-1
10	58661128	-1
5	2030756	-1
5	2030756	-1
5	2030756	-1
5	2030756	-1
5	2030756	-1
5	2030756	-1
6	54364481	-1
6	54364481	-1
6	54364481	-1
6	54364481	-1
6	54364481	-1
10	3194818	1
10	3194818	1
10	3194818	1
1	71296187	1
1	71296187	1
1	71296187	1
1	71296187	1
1	71296187	1
1	71296187	1
1	71296187	1
1	71296187	1
5	320995	-1
5	320995	-1
5	320995	-1
5	320995	-1
5	320995	-1
5	320995	-1
5	320995	-1
5	320995	-1
1	4513544	-1
1	4513544	-1
1	4513544	-1
1	4513544	-1
9	57838377	-1
9	57838377	-1
9	57838377	-1
9	57838377	-1
3	72321501	-1
8	3220091	1
8	3220091	1
8	3220091	1
8	3220091	1
8	3220091	1
8	3220091	1
3	66735197	-1
3	66735197	-1
3	66735197	-1
3	66735197	-1
3	66735197	-1
3	66735197	-1
6	58407413	-1
1	68207863	1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
2	71620703	-1
8	55300197	1
8	55300197	1
8	55300197	1
8	55300197	1
8	55300197	1
8	55300197	1
8	55300197	1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
10	59500532	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
9	1616773	-1
1	65908211	-1
1	65908211	-1
1	65908211	-1
1	65908211	-1
1	65908211	-1
1	65908211	-1
1	65908211	-1
7	58175010	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
6	530409	1
5	3783200	1
5	3783200	1
5	3783200	1
5	3783200	1
5	3783200	1
5	3783200	1
5	3783200	1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
9	57195029	-1
10	2569350	1
10	2569350	1
10	2569350	1
10	2569350	1
10	2569350	1
10	2569350	1
10	2569350	1
10	2569350	1
4	54884105	-1
4	54884105	-1
4	54884105	-1
2	62952140	-1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
9	49743299	1
3	60213516	-1
3	1998085	-1
3	1998085	-1
2	22763142	1
6	60987370	-1
4	6101603	-1
10	8882446	-1
6	49668164	-1
6	49668164	-1
6	49668164	-1
6	49668164	-1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
10	3545646	1
1	66398139	-1
1	66398139	-1
1	66398139	-1
1	66398139	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
1	72314319	-1
7	42423346	1
7	42423346	1
7	42423346	1
7	42423346	1
7	42423346	1
7	42423346	1
4	6657036	-1
4	6657036	-1
2	70338474	-1
2	70338474	-1
2	70338474	-1
9	2917427	-1
9	2917427	-1
9	2917427	-1
9	2917427	-1
9	2917427	-1
9	2917427	-1
9	2917427	-1
10	59989390	1
10	59989390	1
4	67807992	1
4	67807992	1
4	67807992	1
9	9701508	1
2	71808488	1
2	71808488	1
5	2556879	1
5	2556879	1
5	2556879	1
5	2556879	1
5	2556879	1
5	2556879	1
5	2556879	1
4	64292439	1
4	64292439	1
9	58618572	-1
9	58618572	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
4	52987951	-1
2	64304639	-1
2	64304639	-1
2	64304639	-1
2	64304639	-1
2	64304639	-1
2	64304639	-1
10	16508790	-1
10	16508790	-1
1	71807139	-1
1	71807139	-1
1	71807139	-1
1	71807139	-1
1	71807139	-1
1	71807139	-1
1	71807139	-1
3	61330519	1
3	61330519	1
2	75864012	-1
2	75864012	-1
7	58474826	1
7	58474826	1
7	58474826	1
7	58474826	1
7	58474826	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
9	52987669	1
3	73102989	-1
3	73102989	-1
3	73102989	-1
3	73102989	-1
3	73102989	-1
2	5243834	-1
2	5243834	-1
2	5243834	-1
2	5243834	-1
2	5243834	-1
2	5243834	-1
2	5243834	-1
3	11255080	1
3	11255080	1
3	11255080	1
3	3577819	-1
3	3577819	-1
3	3577819	-1
1	72713384	1
1	72713384	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
8	45768948	1
1	61191930	1
1	61191930	1
1	61191930	1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
7	61961292	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
6	50046429	-1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
2	66081592	1
1	17239126	1
1	17239126	1
1	17239126	1
1	17239126	1
6	45731626	-1
6	45731626	-1
6	45731626	-1
6	45731626	-1
6	45731626	-1
2	73639219	1
2	73639219	1
2	73639219	1
2	73639219	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
1	7551620	1
4	57211606	1
4	57211606	1
4	57211606	1
4	57211606	1
4	57211606	1
4	57211606	1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
1	70517905	-1
8	470119	-1
8	470119	-1
8	470119	-1
8	470119	-1
8	470119	-1
8	470119	-1
8	470119	-1
3	58066160	1
3	58066160	1
3	58066160	1
3	58066160	1
3	58066160	1
3	58066160	1
3	58066160	1
3	58066160	1
2	72897179	1
2	72897179	1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
6	57127612	-1
8	3874102	-1
8	3874102	-1
8	3874102	-1
8	3874102	-1
8	3874102	-1
4	10903283	1
4	62328336	1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
7	3331818	-1
4	208918	1
4	208918	1
4	208918	1
4	208918	1
4	208918	1
4	208918	1
4	208918	1
4	208918	1
3	11772600	1
3	11772600	1
3	11772600	1
3	11772600	1
3	11772600	1
3	60251392	-1
3	55802798	-1
3	55802798	-1
3	55802798	-1
3	55802798	-1
3	55802798	-1
3	55802798	-1
1	69670591	1
2	63486078	-1
2	63486078	-1
2	63486078	-1
7	9933031	-1
7	9933031	-1
7	9933031	-1
2	55729828	-1
2	55729828	-1
2	55729828	-1
2	55729828	-1
2	55729828	-1
4	64114329	-1
4	64114329	-1
4	64114329	-1
4	64114329	-1
4	64114329	-1
2	74461673	-1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
4	2684263	1
1	63885410	-1
1	63885410	-1
1	63885410	-1
1	63885410	-1
1	63885410	-1
1	63885410	-1
1	63885410	-1
1	51115388	1
1	51115388	1
1	51115388	1
1	51115388	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
6	53121562	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	52800066	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
4	6878491	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
10	60071200	1
1	7718194	1
1	7718194	1
6	55725703	1
6	55725703	1
6	55725703	1
6	55725703	1
6	55725703	1
6	55725703	1
6	55725703	1
10	51870601	1
10	51870601	1
10	51870601	1
1	4902730	-1
9	6826212	-1
9	6826212	-1
9	6826212	-1
9	6826212	-1
9	6826212	-1
9	6826212	-1
9	6826212	-1
4	5775275	1
9	54319624	-1
9	54319624	-1
9	54319624	-1
9	54319624	-1
9	54319624	-1
9	54319624	-1
9	54319624	-1
9	54319624	-1
10	2560947	-1
10	2560947	-1
10	2560947	-1
10	2560947	-1
10	2560947	-1
10	2560947	-1
6	32504610	1
6	32504610	1
6	32504610	1
6	32504610	1
6	32504610	1
1	3011872	-1
1	3011872	-1
10	15216790	1
10	15216790	1
10	15216790	1
10	15216790	1
10	15216790	1
10	15216790	1
10	15216790	1
10	15216790	1
1	55738797	-1
1	55738797	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
3	59433881	-1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
8	1726145	1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	6153626	-1
3	62779953	1
3	62779953	1
3	62779953	1
3	62779953	1
3	62779953	1
3	62779953	1
1	68231906	1
1	68231906	1
1	62521464	-1
7	64223761	-1
7	64223761	-1
7	64223761	-1
7	64223761	-1
1	19202071	1
1	19202071	1
1	19202071	1
1	19202071	1
2	9663783	-1
2	9663783	-1
2	9663783	-1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	64415919	1
3	1451860	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
9	54129921	-1
1	67780497	1
4	59821393	-1
3	10272571	1
3	10272571	1
3	10272571	1
3	10272571	1
3	10272571	1
4	5711780	1
4	5711780	1
4	5711780	1
4	5711780	1
4	5711780	1
4	5711780	1
5	61814780	-1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
6	1812244	1
4	61589247	1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
1	4926353	-1
2	66123915	1
2	66123915	1
2	66123915	1
7	59916505	-1
2	22469766	1
2	22469766	1
2	22469766	1
2	22469766	1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	56110774	-1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
1	63719940	1
4	54370315	-1
4	54370315	-1
4	54370315	-1
4	54370315	-1
4	5011627	1
4	5011627	1
1	5531245	-1
1	5531245	-1
1	5531245	-1
1	5531245	-1
1	5531245	-1
4	67901957	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
10	773816	1
4	56863877	-1
4	56863877	-1
4	56863877	-1
4	56863877	-1
4	56863877	-1
4	56863877	-1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
6	52311255	1
2	57894523	1
2	57894523	1
2	57894523	1
2	57894523	1
2	57894523	1
6	39969146	1
6	39969146	1
6	39969146	1
6	39969146	1
6	39969146	1
1	72412652	-1
2	69628803	-1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
1	3570151	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
9	4439125	1
3	65199781	-1
1	27509984	-1
1	27509984	-1
1	27509984	-1
1	27509984	-1
1	27509984	-1
1	27509984	-1
1	27509984	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
1	67957063	-1
2	76896225	1
1	66591017	1
1	66591017	1
1	66591017	1
1	66591017	1
1	66591017	1
2	74956341	1
2	74956341	1
2	74956341	1
2	74956341	1
2	61844773	1
4	60902804	-1
4	60902804	-1
4	60902804	-1
4	60902804	-1
4	60902804	-1
4	60902804	-1
10	8441508	1
10	8441508	1
10	8441508	1
10	8441508	1
10	8441508	1
10	8441508	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
2	68054801	1
10	46548661	-1
10	46548661	-1
10	46548661	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
5	2778561	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
3	11669301	-1
4	53187309	-1
4	53187309	-1
4	53187309	-1
10	59275577	1
10	59275577	1
10	59275577	1
10	52136266	1
10	52136266	1
10	52136266	1
10	52136266	1
6	52397032	1
6	52397032	1
6	52397032	1
6	52397032	1
9	53281291	-1
9	53281291	-1
9	53281291	-1
9	53281291	-1
9	53281291	-1
9	53281291	-1
9	53281291	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
10	12954186	-1
1	50672875	1
1	50672875	1
1	50672875	1
1	9186633	-1
1	9186633	-1
1	9186633	-1
1	9186633	-1
1	9186633	-1
3	73228555	1
3	73228555	1
3	73228555	1
3	73228555	1
3	73228555	1
3	73228555	1
3	73228555	1
3	73228555	1
3	69443882	-1
3	69443882	-1
3	69443882	-1
1	6587639	1
1	6587639	1
1	6587639	1
1	6587639	1
1	6587639	1
1	6587639	1
4	8082264	1
4	8082264	1
1	63250371	-1
1	63250371	-1
1	63250371	-1
1	63250371	-1
1	63250371	-1
1	63250371	-1
1	63250371	-1
2	27584172	-1
2	27584172	-1
2	27584172	-1
6	32734546	-1
6	32734546	-1
6	32734546	-1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
6	46861508	1
9	11656760	-1
9	11656760	-1
4	67257285	1
4	67257285	1
4	55156181	-1
4	55156181	-1
4	55156181	-1
10	40096277	1
10	40096277	1
10	40096277	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
6	52540786	1
3	57776335	1
3	57776335	1
3	57776335	1
3	57776335	1
3	57776335	1
10	1581218	1
10	1581218	1
10	1581218	1
10	1581218	1
10	1581218	1
3	53777018	1
3	53777018	1
3	53777018	1
5	57128161	-1
5	57128161	-1
5	57128161	-1
5	57128161	-1
5	57128161	-1
5	57128161	-1
5	57128161	-1
2	9044510	-1
1	7579356	1
1	7579356	1
1	7579356	1
1	7579356	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
1	55249303	1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
9	14433221	-1
8	4616760	1
8	4616760	1
8	4616760	1
8	4616760	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
1	69969884	1
2	56298733	-1
2	56298733	-1
2	56298733	-1
3	4590951	1
3	4590951	1
3	4590951	1
9	538437	1
9	538437	1
9	538437	1
9	538437	1
9	538437	1
3	57261766	1
3	57261766	1
3	57261766	1
3	57261766	1
3	57261766	1
3	57261766	1
9	46263900	1
9	46263900	1
9	46263900	1
9	46263900	1
9	46263900	1
1	61112408	-1
1	61112408	-1
1	61112408	-1
1	61112408	-1
1	61112408	-1
1	61112408	-1
1	61112408	-1
6	50137642	1
6	50137642	1
6	50137642	1
6	50137642	1
6	50137642	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
2	76707503	1
7	36599550	-1
7	36599550	-1
7	36599550	-1
7	36599550	-1
2	22968501	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
3	62435850	-1
7	46204862	1
7	46204862	1
7	46204862	1
7	46204862	1
7	46204862	1
7	46204862	1
3	71235839	1
3	71235839	1
3	71235839	1
3	73239613	1
3	73239613	1
3	73239613	1
3	73239613	1
3	73239613	1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
4	64476259	-1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
10	60590733	1
1	7680126	1
1	7680126	1
1	7680126	1
1	7680126	1
1	7680126	1
1	7680126	1
1	7680126	1
1	7680126	1
2	64370711	-1
2	64370711	-1
2	64370711	-1
2	64370711	-1
2	64370711	-1
2	64370711	-1
2	64370711	-1
3	63692362	1
3	63692362	1
3	63692362	1
4	2614568	1
4	2614568	1
4	2614568	1
4	2614568	1
4	2614568	1
4	2614568	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
1	72881500	1
3	52693198	1
3	52693198	1
3	52693198	1
3	52693198	1
3	52693198	1
3	52693198	1
3	52693198	1
3	52693198	1
1	65172731	1
1	65172731	1
1	65172731	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
1	18356610	1
2	6709471	-1
2	6709471	-1
2	6709471	-1
2	6709471	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
3	66954694	-1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
7	4496316	1
10	52218858	-1
10	52218858	-1
10	52218858	-1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
3	51664955	1
1	6010554	-1
1	6010554	-1
2	74115520	1
2	74115520	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	42967408	1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
4	100881	-1
10	55473066	-1
10	55473066	-1
10	55473066	-1
10	55473066	-1
10	55473066	-1
10	55473066	-1
1	1057485	1
1	1057485	1
1	1057485	1
1	1057485	1
2	15158780	-1
2	15158780	-1
3	66746372	1
3	66746372	1
3	66746372	1
8	539900	1
8	539900	1
8	539900	1
8	539900	1
8	539900	1
8	539900	1
8	539900	1
7	60539819	-1
7	60539819	-1
7	60539819	-1
7	60539819	-1
7	60539819	-1
7	60539819	-1
7	60539819	-1
1	11979479	1
1	11979479	1
1	11979479	1
1	60474689	-1
5	1688304	1
5	1688304	1
5	1688304	1
3	10086210	-1
3	10086210	-1
2	8872824	-1
2	8872824	-1
5	2705693	-1
5	2705693	-1
5	2705693	-1
5	2705693	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
9	58361463	-1
1	4542395	-1
1	4542395	-1
1	4542395	-1
1	4542395	-1
1	4542395	-1
1	4542395	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
2	69707965	-1
3	535384	-1
3	535384	-1
3	535384	-1
3	535384	-1
3	535384	-1
1	17948781	1
6	5779216	1
6	5779216	1
6	5779216	1
6	5779216	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
8	6066807	1
9	5375474	1
9	5375474	1
3	59252625	-1
3	59252625	-1
3	59252625	-1
3	59252625	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
2	74227209	-1
9	46315055	1
9	46315055	1
9	46315055	1
9	46315055	1
9	46315055	1
7	7669367	1
7	7669367	1
7	7669367	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
4	7462933	1
2	67895763	-1
2	67895763	-1
2	67895763	-1
2	67895763	-1
2	67895763	-1
2	67895763	-1
10	2924870	-1
2	19826582	1
2	19826582	1
2	19826582	1
2	19826582	1
2	19826582	1
2	19826582	1
6	52769643	1
6	52769643	1
6	52769643	1
6	52769643	1
6	52769643	1
6	52769643	1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
1	8373763	-1
2	77575844	1
2	77575844	1
2	77575844	1
2	77575844	1
2	77575844	1
2	77575844	1
2	77575844	1
6	38169411	-1
6	38169411	-1
6	38169411	-1
1	70445456	-1
1	70445456	-1
1	70445456	-1
1	70445456	-1
1	70445456	-1
1	70445456	-1
1	70445456	-1
4	375378	1
4	375378	1
